x,y,PROVINCE_CODE,WIND_SPEED_FLAG,VISIBILITY,WEATHER_ENG_DESC,ID,PRECIP_AMOUNT,DEW_POINT_TEMP_FLAG,RELATIVE_HUMIDITY,STATION_PRESSURE_FLAG,STATION_PRESSURE,WIND_DIRECTION,LOCAL_MONTH,LOCAL_YEAR,PRECIP_AMOUNT_FLAG,CLIMATE_IDENTIFIER,HUMIDEX,WIND_SPEED,TEMP,RELATIVE_HUMIDITY_FLAG,WINDCHILL_FLAG,LOCAL_DAY,LOCAL_DATE,WIND_DIRECTION_FLAG,DEW_POINT_TEMP,UTC_MONTH,UTC_YEAR,HUMIDEX_FLAG,WINDCHILL,VISIBILITY_FLAG,WEATHER_FRE_DESC,STATION_NAME,UTC_DAY,TEMP_FLAG,UTC_DATE,LOCAL_HOUR
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.2.20,,,75,M,,1,10,1996,,3053536,,4,4.8,,,2,1996-10-02 20:00:00,,0.8,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T03:00:00,20
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.2.21,,,81,M,,36,10,1996,,3053536,,6,3.7,,,2,1996-10-02 21:00:00,,0.7,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T04:00:00,21
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.2.22,,,82,M,,0,10,1996,,3053536,,0,3.3,,,2,1996-10-02 22:00:00,,0.6,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T05:00:00,22
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.2.23,,,82,M,,18,10,1996,,3053536,,6,3.9,,,2,1996-10-02 23:00:00,,1.1,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T06:00:00,23
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.0,,,77,M,,12,10,1996,,3053536,,4,5.7,,,3,1996-10-03 00:00:00,,1.9,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T07:00:00,0
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.1,,,54,M,,13,10,1996,,3053536,,7,9.2,,,3,1996-10-03 01:00:00,,0.4,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T08:00:00,1
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.2,,,56,M,,14,10,1996,,3053536,,6,9.2,,,3,1996-10-03 02:00:00,,0.8,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T09:00:00,2
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.3,,,58,M,,13,10,1996,,3053536,,7,9.2,,,3,1996-10-03 03:00:00,,1.3,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T10:00:00,3
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.4,,,56,M,,12,10,1996,,3053536,,7,9.8,,,3,1996-10-03 04:00:00,,1.5,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T11:00:00,4
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.5,,,60,M,,12,10,1996,,3053536,,7,9.8,,,3,1996-10-03 05:00:00,,2.3,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T12:00:00,5
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.6,,,63,M,,13,10,1996,,3053536,,4,9.4,,,3,1996-10-03 06:00:00,,2.8,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T13:00:00,6
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.7,,,63,M,,12,10,1996,,3053536,,4,9.8,,,3,1996-10-03 07:00:00,,3.2,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T14:00:00,7
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.8,,,65,M,,0,10,1996,,3053536,,0,10.0,,,3,1996-10-03 08:00:00,,3.8,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T15:00:00,8
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.9,,,61,M,,12,10,1996,,3053536,,6,11.2,,,3,1996-10-03 09:00:00,,4.0,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T16:00:00,9
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.10,,,50,M,,20,10,1996,,3053536,,4,14.7,,,3,1996-10-03 10:00:00,,4.4,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T17:00:00,10
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.11,,,47,M,,19,10,1996,,3053536,,9,15.9,,,3,1996-10-03 11:00:00,,4.5,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T18:00:00,11
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.12,,,54,M,,18,10,1996,,3053536,,4,14.4,,,3,1996-10-03 12:00:00,,5.3,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T19:00:00,12
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.13,,,50,M,,0,10,1996,,3053536,,0,15.4,,,3,1996-10-03 13:00:00,,5.1,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T20:00:00,13
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.14,,,55,M,,15,10,1996,,3053536,,11,14.7,,,3,1996-10-03 14:00:00,,5.7,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T21:00:00,14
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.15,,,58,M,,16,10,1996,,3053536,,7,14.3,,,3,1996-10-03 15:00:00,,6.1,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T22:00:00,15
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.16,,,58,M,,17,10,1996,,3053536,,6,14.3,,,3,1996-10-03 16:00:00,,6.1,10,1996,,,M,ND,JASPER WARDEN,3,,1996-10-03T23:00:00,16
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.17,,,55,M,,20,10,1996,,3053536,,6,14.6,,,3,1996-10-03 17:00:00,,5.6,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T00:00:00,17
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.18,,,59,M,,20,10,1996,,3053536,,7,13.7,,,3,1996-10-03 18:00:00,,5.8,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T01:00:00,18
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.19,,,60,M,,20,10,1996,,3053536,,11,13.4,,,3,1996-10-03 19:00:00,,5.8,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T02:00:00,19
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.20,,,64,M,,16,10,1996,,3053536,,4,12.4,,,3,1996-10-03 20:00:00,,5.9,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T03:00:00,20
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.21,,,68,M,,11,10,1996,,3053536,,4,11.9,,,3,1996-10-03 21:00:00,,6.1,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T04:00:00,21
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.22,,,68,M,,0,10,1996,,3053536,,0,11.8,,,3,1996-10-03 22:00:00,,6.1,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T05:00:00,22
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.3.23,,,70,M,,0,10,1996,,3053536,,0,11.3,,,3,1996-10-03 23:00:00,,6.1,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T06:00:00,23
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.0,,,70,M,,14,10,1996,,3053536,,4,11.3,,,4,1996-10-04 00:00:00,,6.1,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T07:00:00,0
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.1,,,71,M,,22,10,1996,,3053536,,4,11.3,,,4,1996-10-04 01:00:00,,6.3,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T08:00:00,1
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.2,,,78,M,,13,10,1996,,3053536,,4,10.0,,,4,1996-10-04 02:00:00,,6.4,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T09:00:00,2
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.3,,,83,M,,12,10,1996,,3053536,,4,9.3,,,4,1996-10-04 03:00:00,,6.5,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T10:00:00,3
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.4,,,90,M,,0,10,1996,,3053536,,0,7.7,,,4,1996-10-04 04:00:00,,6.2,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T11:00:00,4
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.5,,,88,M,,13,10,1996,,3053536,,4,8.7,,,4,1996-10-04 05:00:00,,6.8,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T12:00:00,5
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.6,,,90,M,,14,10,1996,,3053536,,4,8.5,,,4,1996-10-04 06:00:00,,6.9,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T13:00:00,6
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.7,,,86,M,,14,10,1996,,3053536,,7,9.4,,,4,1996-10-04 07:00:00,,7.1,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T14:00:00,7
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.8,,,81,M,,0,10,1996,,3053536,,0,11.4,,,4,1996-10-04 08:00:00,,8.3,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T15:00:00,8
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.9,,,67,M,,19,10,1996,,3053536,,9,13.9,,,4,1996-10-04 09:00:00,,7.9,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T16:00:00,9
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.10,,,68,M,,17,10,1996,,3053536,,9,13.6,,,4,1996-10-04 10:00:00,,7.8,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T17:00:00,10
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.11,,,65,M,,0,10,1996,,3053536,,0,14.2,,,4,1996-10-04 11:00:00,,7.8,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T18:00:00,11
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.12,,,79,M,,17,10,1996,,3053536,,6,13.0,,,4,1996-10-04 12:00:00,,9.4,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T19:00:00,12
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.13,,,95,M,,17,10,1996,,3053536,,6,11.8,,,4,1996-10-04 13:00:00,,11.0,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T20:00:00,13
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.14,,,100,M,,15,10,1996,,3053536,,6,11.0,,,4,1996-10-04 14:00:00,,11.0,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T21:00:00,14
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.15,,,100,M,,0,10,1996,,3053536,,0,10.3,,,4,1996-10-04 15:00:00,,10.3,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T22:00:00,15
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.16,,,100,M,,15,10,1996,,3053536,,4,9.5,,,4,1996-10-04 16:00:00,,9.5,10,1996,,,M,ND,JASPER WARDEN,4,,1996-10-04T23:00:00,16
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.17,,,100,M,,13,10,1996,,3053536,,4,8.8,,,4,1996-10-04 17:00:00,,8.8,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T00:00:00,17
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.18,,,100,M,,0,10,1996,,3053536,,0,8.1,,,4,1996-10-04 18:00:00,,8.1,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T01:00:00,18
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.19,,,100,M,,0,10,1996,,3053536,,0,7.8,,,4,1996-10-04 19:00:00,,7.8,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T02:00:00,19
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.20,,,100,M,,0,10,1996,,3053536,,0,7.2,,,4,1996-10-04 20:00:00,,7.2,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T03:00:00,20
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.21,,,100,M,,0,10,1996,,3053536,,0,6.7,,,4,1996-10-04 21:00:00,,6.7,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T04:00:00,21
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.22,,,100,M,,0,10,1996,,3053536,,0,6.0,,,4,1996-10-04 22:00:00,,6.0,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T05:00:00,22
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.4.23,,,100,M,,0,10,1996,,3053536,,0,6.4,,,4,1996-10-04 23:00:00,,6.4,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T06:00:00,23
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.0,,M,,M,,0,10,1996,,3053536,,0,6.4,M,,5,1996-10-05 00:00:00,,,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T07:00:00,0
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.1,,M,,M,,0,10,1996,,3053536,,0,6.3,M,,5,1996-10-05 01:00:00,,,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T08:00:00,1
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.2,,,100,M,,17,10,1996,,3053536,,4,4.5,,,5,1996-10-05 02:00:00,,4.5,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T09:00:00,2
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.3,,M,,M,,0,10,1996,,3053536,,0,5.4,M,,5,1996-10-05 03:00:00,,,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T10:00:00,3
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.4,,,100,M,,0,10,1996,,3053536,,0,5.1,,,5,1996-10-05 04:00:00,,5.1,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T11:00:00,4
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.5,,,100,M,,17,10,1996,,3053536,,7,3.3,,,5,1996-10-05 05:00:00,,3.3,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T12:00:00,5
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.6,,,100,M,,15,10,1996,,3053536,,4,2.7,,,5,1996-10-05 06:00:00,,2.7,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T13:00:00,6
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.7,,,100,M,,15,10,1996,,3053536,,4,2.6,,,5,1996-10-05 07:00:00,,2.6,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T14:00:00,7
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.8,,,100,M,,14,10,1996,,3053536,,4,3.1,,,5,1996-10-05 08:00:00,,3.1,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T15:00:00,8
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.9,,,100,M,,17,10,1996,,3053536,,4,5.3,,,5,1996-10-05 09:00:00,,5.3,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T16:00:00,9
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.10,,,99,M,,13,10,1996,,3053536,,7,6.0,,,5,1996-10-05 10:00:00,,5.9,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T17:00:00,10
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.11,,,81,M,,14,10,1996,,3053536,,4,8.9,,,5,1996-10-05 11:00:00,,5.9,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T18:00:00,11
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.12,,,72,M,,0,10,1996,,3053536,,0,8.5,,,5,1996-10-05 12:00:00,,3.8,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T19:00:00,12
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.13,,,44,M,,24,10,1996,,3053536,,4,12.3,,,5,1996-10-05 13:00:00,,0.4,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T20:00:00,13
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.14,,,38,M,,30,10,1996,,3053536,,6,12.6,,,5,1996-10-05 14:00:00,,-1.2,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T21:00:00,14
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.15,,,35,M,,23,10,1996,,3053536,,7,12.9,,,5,1996-10-05 15:00:00,,-2.3,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T22:00:00,15
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.16,,,37,M,,27,10,1996,,3053536,,6,12.4,,,5,1996-10-05 16:00:00,,-1.8,10,1996,,,M,ND,JASPER WARDEN,5,,1996-10-05T23:00:00,16
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.17,,,43,M,,23,10,1996,,3053536,,6,11.2,,,5,1996-10-05 17:00:00,,-0.8,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T00:00:00,17
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.18,,,49,M,,15,10,1996,,3053536,,6,10.3,,,5,1996-10-05 18:00:00,,0.2,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T01:00:00,18
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.19,,,57,M,,14,10,1996,,3053536,,4,9.0,,,5,1996-10-05 19:00:00,,1.0,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T02:00:00,19
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.20,,,72,M,,13,10,1996,,3053536,,6,7.4,,,5,1996-10-05 20:00:00,,2.6,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T03:00:00,20
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.21,,,73,M,,18,10,1996,,3053536,,4,7.3,,,5,1996-10-05 21:00:00,,2.7,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T04:00:00,21
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.22,,,81,M,,0,10,1996,,3053536,,0,6.3,,,5,1996-10-05 22:00:00,,3.2,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T05:00:00,22
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.5.23,,,77,M,,0,10,1996,,3053536,,0,5.8,,,5,1996-10-05 23:00:00,,2.1,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T06:00:00,23
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.0,,,94,M,,0,10,1996,,3053536,,0,2.2,,,6,1996-10-06 00:00:00,,1.3,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T07:00:00,0
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.1,,,96,M,,0,10,1996,,3053536,,0,0.9,,,6,1996-10-06 01:00:00,,0.4,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T08:00:00,1
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.2,,,100,M,,0,10,1996,,3053536,,0,-1.2,,,6,1996-10-06 02:00:00,,-1.2,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T09:00:00,2
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.3,,,100,M,,0,10,1996,,3053536,,0,-1.9,,,6,1996-10-06 03:00:00,,-1.9,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T10:00:00,3
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.4,,,100,M,,0,10,1996,,3053536,,0,-2.4,,,6,1996-10-06 04:00:00,,-2.4,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T11:00:00,4
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.5,,,100,M,,0,10,1996,,3053536,,0,-1.8,,,6,1996-10-06 05:00:00,,-1.8,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T12:00:00,5
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.6,,,100,M,,0,10,1996,,3053536,,0,-0.5,,,6,1996-10-06 06:00:00,,-0.5,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T13:00:00,6
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.7,,,100,M,,19,10,1996,,3053536,,4,-0.4,,,6,1996-10-06 07:00:00,,-0.4,10,1996,,-2,M,ND,JASPER WARDEN,6,,1996-10-06T14:00:00,7
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.8,,,100,M,,0,10,1996,,3053536,,0,0.7,,,6,1996-10-06 08:00:00,,0.7,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T15:00:00,8
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.9,,,98,M,,0,10,1996,,3053536,,0,2.2,,,6,1996-10-06 09:00:00,,1.9,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T16:00:00,9
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.10,,,89,M,,22,10,1996,,3053536,,4,4.0,,,6,1996-10-06 10:00:00,,2.3,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T17:00:00,10
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.11,,,80,M,,22,10,1996,,3053536,,4,6.2,,,6,1996-10-06 11:00:00,,3.0,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T18:00:00,11
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.12,,,69,M,,0,10,1996,,3053536,,0,9.4,,,6,1996-10-06 12:00:00,,4.1,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T19:00:00,12
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.13,,,53,M,,20,10,1996,,3053536,,13,11.9,,,6,1996-10-06 13:00:00,,2.7,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T20:00:00,13
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.14,,,57,M,,14,10,1996,,3053536,,6,11.5,,,6,1996-10-06 14:00:00,,3.3,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T21:00:00,14
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.15,,,58,M,,15,10,1996,,3053536,,4,11.8,,,6,1996-10-06 15:00:00,,3.7,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T22:00:00,15
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.16,,,57,M,,14,10,1996,,3053536,,7,11.6,,,6,1996-10-06 16:00:00,,3.5,10,1996,,,M,ND,JASPER WARDEN,6,,1996-10-06T23:00:00,16
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.17,,,59,M,,15,10,1996,,3053536,,6,11.1,,,6,1996-10-06 17:00:00,,3.5,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T00:00:00,17
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.18,,,61,M,,15,10,1996,,3053536,,7,10.4,,,6,1996-10-06 18:00:00,,3.3,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T01:00:00,18
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.19,,,63,M,,18,10,1996,,3053536,,7,10.1,,,6,1996-10-06 19:00:00,,3.3,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T02:00:00,19
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.20,,,60,M,,15,10,1996,,3053536,,7,10.0,,,6,1996-10-06 20:00:00,,2.6,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T03:00:00,20
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.21,,,60,M,,17,10,1996,,3053536,,7,10.4,,,6,1996-10-06 21:00:00,,2.9,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T04:00:00,21
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.22,,,65,M,,20,10,1996,,3053536,,7,9.5,,,6,1996-10-06 22:00:00,,3.2,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T05:00:00,22
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.6.23,,,70,M,,0,10,1996,,3053536,,0,8.9,,,6,1996-10-06 23:00:00,,3.8,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T06:00:00,23
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.7.0,,,81,M,,0,10,1996,,3053536,,0,7.5,,,7,1996-10-07 00:00:00,,4.5,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T07:00:00,0
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.7.1,,,83,M,,0,10,1996,,3053536,,0,7.0,,,7,1996-10-07 01:00:00,,4.4,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T08:00:00,1
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.7.2,,,87,M,,0,10,1996,,3053536,,0,6.8,,,7,1996-10-07 02:00:00,,4.8,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T09:00:00,2
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.7.3,,,82,M,,0,10,1996,,3053536,,0,7.2,,,7,1996-10-07 03:00:00,,4.4,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T10:00:00,3
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.7.4,,,88,M,,14,10,1996,,3053536,,4,6.7,,,7,1996-10-07 04:00:00,,4.9,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T11:00:00,4
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.7.5,,,85,M,,16,10,1996,,3053536,,4,6.8,,,7,1996-10-07 05:00:00,,4.4,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T12:00:00,5
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.10.7.6,,,82,M,,13,10,1996,,3053536,,4,7.0,,,7,1996-10-07 06:00:00,,4.2,10,1996,,,M,ND,JASPER WARDEN,7,,1996-10-07T13:00:00,6
