x,y,LOCAL_YEAR,MEAN_TEMPERATURE_FLAG,LOCAL_MONTH,LOCAL_DAY,SPEED_MAX_GUST,PROVINCE_CODE,HEATING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND,STATION_NAME,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS,TOTAL_RAIN,TOTAL_PRECIPITATION,MAX_TEMPERATURE_FLAG,ID,TOTAL_SNOW,LOCAL_DATE,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,TOTAL_RAIN_FLAG,MAX_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,MEAN_TEMPERATURE,COOLING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,MIN_TEMPERATURE,SNOW_ON_GROUND_FLAG,,,
-118.0297222,52.92638889,2013,,8,17,0,AB,,,45,,0,,JASPER WARDEN,M,2.2,,1.6,,3053536.2013.8.17,,8/17/2013 0:00,,0,97,,M,22,,15.8,,,3053536,9.6,,,,
-118.0297222,52.92638889,2013,,8,18,0,AB,,,46,,0,,JASPER WARDEN,M,4.8,,5.1,,3053536.2013.8.18,,8/18/2013 0:00,,0,99,,M,19.1,,13.2,,,3053536,7.2,,,,
-118.0297222,52.92638889,2013,,8,19,0,AB,,,46,,0,,JASPER WARDEN,M,6.4,,3.8,,3053536.2013.8.19,,8/19/2013 0:00,,0,98,,M,17.4,,11.6,,,3053536,5.7,,,,
-118.0297222,52.92638889,2013,,8,20,33,AB,,,24,,29,,JASPER WARDEN,M,6.5,,0,,3053536.2013.8.20,,8/20/2013 0:00,,0,94,,M,18.1,,11.5,,,3053536,4.8,,,,
-118.0297222,52.92638889,2013,,8,21,0,AB,,,18,,0,,JASPER WARDEN,M,7.3,,0,,3053536.2013.8.21,,8/21/2013 0:00,,0,99,,M,23.1,,10.7,,,3053536,-1.8,,,,
-118.0297222,52.92638889,2013,,8,22,0,AB,,,15,,0,,JASPER WARDEN,M,3.2,,0,,3053536.2013.8.22,,8/22/2013 0:00,,0,94,,M,28.5,,14.8,,,3053536,1.1,,,,
-118.0297222,52.92638889,2013,,8,23,0,AB,,,27,,0,,JASPER WARDEN,M,4.8,,0.8,,3053536.2013.8.23,,8/23/2013 0:00,,0,97,,M,23.8,,13.2,,,3053536,2.5,,,,
-118.0297222,52.92638889,2013,,8,24,43,AB,,,28,,17,,JASPER WARDEN,M,3.4,,0.2,,3053536.2013.8.24,,8/24/2013 0:00,,0,99,,M,23.6,,14.6,,,3053536,5.6,,,,
-118.0297222,52.92638889,2013,,8,25,0,AB,,,21,,0,,JASPER WARDEN,M,2.6,,1.2,,3053536.2013.8.25,,8/25/2013 0:00,,0,97,,M,23.6,,15.4,,,3053536,7.2,,,,
-118.0297222,52.92638889,2013,,8,26,0,AB,,,69,,0,,JASPER WARDEN,M,7.8,,4.5,,3053536.2013.8.26,,8/26/2013 0:00,,0,97,,M,16.3,,10.2,,,3053536,4.1,,,,
-118.0297222,52.92638889,2013,,8,27,0,AB,,,35,,0,,JASPER WARDEN,M,6.1,,1.4,,3053536.2013.8.27,,8/27/2013 0:00,,0,99,,M,19.4,,11.9,,,3053536,4.3,,,,
-118.0297222,52.92638889,2013,,8,28,0,AB,,,65,,0,,JASPER WARDEN,M,7.3,,0.4,,3053536.2013.8.28,,8/28/2013 0:00,,0,96,,M,16.7,,10.7,,,3053536,4.7,,,,
-118.0297222,52.92638889,2013,,8,29,0,AB,,,76,,0,,JASPER WARDEN,M,8.2,,1.2,,3053536.2013.8.29,,8/29/2013 0:00,,0,99,,M,15.3,,9.8,,,3053536,4.3,,,,
-118.0297222,52.92638889,2013,,8,30,32,AB,,,31,,21,,JASPER WARDEN,M,3.2,,0.2,,3053536.2013.8.30,,8/30/2013 0:00,,0,98,,M,20,,14.8,,,3053536,9.6,,,,
-118.0297222,52.92638889,2013,,8,31,0,AB,,,28,,0,,JASPER WARDEN,M,4.1,,0,,3053536.2013.8.31,,8/31/2013 0:00,,0,96,,M,23.9,,13.9,,,3053536,3.8,,,,
-118.0297222,52.92638889,2013,,9,1,0,AB,,,18,,0,,JASPER WARDEN,M,3.5,,0,,3053536.2013.9.1,,9/1/2013 0:00,,0,100,,M,27.8,,14.5,,,3053536,1.1,,,,
-118.0297222,52.92638889,2013,,9,2,0,AB,,,19,,0,,JASPER WARDEN,M,0.8,,0,,3053536.2013.9.2,,9/2/2013 0:00,,0,95,,M,30.2,,17.2,,,3053536,4.1,,,,
-118.0297222,52.92638889,2013,,9,3,0,AB,,,21,,0,,JASPER WARDEN,M,0.9,,0,,3053536.2013.9.3,,9/3/2013 0:00,,0,95,,M,29.3,,17.1,,,3053536,4.9,,,,
-118.0297222,52.92638889,2013,,9,4,0,AB,,,15,,0,,JASPER WARDEN,M,0,,0,,3053536.2013.9.4,,9/4/2013 0:00,,0,90,,M,28,,18,,,3053536,7.9,,,,
-118.0297222,52.92638889,2013,,9,5,43,AB,,,17,,32,,JASPER WARDEN,M,1,,0,,3053536.2013.9.5,,9/5/2013 0:00,,0,93,,M,28.7,,17,,,3053536,5.2,,,,
-118.0297222,52.92638889,2013,,9,6,43,AB,,,41,,33,,JASPER WARDEN,M,1.7,,2.3,,3053536.2013.9.6,,9/6/2013 0:00,,0,96,,M,20.5,,16.3,,,3053536,12.1,,,,
-118.0297222,52.92638889,2013,,9,7,0,AB,,,44,,0,,JASPER WARDEN,M,1.6,,0,,3053536.2013.9.7,,9/7/2013 0:00,,0,92,,M,22.6,,16.4,,,3053536,10.1,,,,
-118.0297222,52.92638889,2013,,9,8,0,AB,,,31,,0,,JASPER WARDEN,M,0,,0,,3053536.2013.9.8,,9/8/2013 0:00,,0.7,92,,M,26,,18.7,,,3053536,11.3,,,,
-118.0297222,52.92638889,2013,,9,9,0,AB,,,19,,0,,JASPER WARDEN,M,2.3,,0,,3053536.2013.9.9,,9/9/2013 0:00,,0,96,,M,25,,15.7,,,3053536,6.4,,,,
-118.0297222,52.92638889,2013,,9,10,0,AB,,,18,,0,,JASPER WARDEN,M,3.6,,0.2,,3053536.2013.9.10,,9/10/2013 0:00,,0,91,,M,26.5,,14.4,,,3053536,2.3,,,,
-118.0297222,52.92638889,2013,,9,11,0,AB,,,15,,0,,JASPER WARDEN,M,2,,0,,3053536.2013.9.11,,9/11/2013 0:00,,0,95,,M,30.2,,16,,,3053536,1.8,,,,
-118.0297222,52.92638889,2013,,9,12,0,AB,,,15,,0,,JASPER WARDEN,M,0,,0,,3053536.2013.9.12,,9/12/2013 0:00,,0,97,,M,32.8,,18,,,3053536,3.1,,,,
-118.0297222,52.92638889,2013,,9,13,37,AB,,E,14,,34,,JASPER WARDEN,M,0,,,,3053536.2013.9.13,,9/13/2013 0:00,E,0,95,,M,31,M,18,,,3053536,4.9,,,,
-118.0297222,52.92638889,2013,,9,14,0,AB,,,30,,0,,JASPER WARDEN,M,1.1,,0,,3053536.2013.9.14,,9/14/2013 0:00,,0,87,,M,26.6,,16.9,,,3053536,7.2,,,,
-118.0297222,52.92638889,2013,,9,15,0,AB,,,17,,0,,JASPER WARDEN,M,0.6,,0,,3053536.2013.9.15,,9/15/2013 0:00,,0,97,,M,30.5,,17.4,,,3053536,4.3,,,,
-118.0297222,52.92638889,2013,,9,16,33,AB,,,32,,18,,JASPER WARDEN,M,3.3,,0,,3053536.2013.9.16,,9/16/2013 0:00,,0,84,,M,21.5,,14.7,,,3053536,7.9,,,,
-118.0297222,52.92638889,2013,,9,17,0,AB,,,24,,0,,JASPER WARDEN,M,5.1,,0,,3053536.2013.9.17,,9/17/2013 0:00,,0,76,,M,19.8,,12.9,,,3053536,6,,,,
-118.0297222,52.92638889,2013,,9,18,0,AB,,,27,,0,,JASPER WARDEN,M,8.7,,0,,3053536.2013.9.18,,9/18/2013 0:00,,0,83,,M,17.2,,9.3,,,3053536,1.4,,,,
-118.0297222,52.92638889,2013,,9,19,33,AB,,,23,,18,,JASPER WARDEN,M,9.3,,0,,3053536.2013.9.19,,9/19/2013 0:00,,0,99,,M,20.1,,8.7,,,3053536,-2.7,,,,
-118.0297222,52.92638889,2013,,9,20,32,AB,,,17,,18,,JASPER WARDEN,M,6.9,,0,,3053536.2013.9.20,,9/20/2013 0:00,,0,99,,M,23.8,,11.1,,,3053536,-1.7,,,,
-118.0297222,52.92638889,2013,,9,21,32,AB,,,46,,26,,JASPER WARDEN,M,9.9,,0,,3053536.2013.9.21,,9/21/2013 0:00,,0,92,,M,15.5,,8.1,,,3053536,0.6,,,,
-118.0297222,52.92638889,2013,,9,22,0,AB,,,42,,0,,JASPER WARDEN,M,10,,0.2,,3053536.2013.9.22,,9/22/2013 0:00,,0,98,,M,14.6,,8,,,3053536,1.3,,,,
-118.0297222,52.92638889,2013,,9,23,35,AB,,,37,,20,,JASPER WARDEN,M,10,,0.6,,3053536.2013.9.23,,9/23/2013 0:00,,0,95,,M,14.5,,8,,,3053536,1.5,,,,
-118.0297222,52.92638889,2013,,9,24,0,AB,,,32,,0,,JASPER WARDEN,M,13.6,,0,,3053536.2013.9.24,,9/24/2013 0:00,,0,100,,M,12.5,,4.4,,,3053536,-3.8,,,,
-118.0297222,52.92638889,2013,,9,25,32,AB,,,34,,34,,JASPER WARDEN,M,15.4,,0,,3053536.2013.9.25,,9/25/2013 0:00,,0,100,,M,11.6,,2.6,,,3053536,-6.4,,,,
-118.0297222,52.92638889,2013,,9,26,0,AB,,,21,,0,,JASPER WARDEN,M,13,,0,,3053536.2013.9.26,,9/26/2013 0:00,,0,99,,M,14.4,,5,,,3053536,-4.4,,,,
-118.0297222,52.92638889,2013,,9,27,0,AB,,,43,,0,,JASPER WARDEN,M,15.4,,0,,3053536.2013.9.27,,9/27/2013 0:00,,0,94,,M,10.2,,2.6,,,3053536,-5.1,,,,
-118.0297222,52.92638889,2013,,9,28,33,AB,,,29,,10,,JASPER WARDEN,M,10.3,,0,,3053536.2013.9.28,,9/28/2013 0:00,,0,88,,M,15.3,,7.7,,,3053536,0.1,,,,
-118.0297222,52.92638889,2013,,9,29,35,AB,,,52,,19,,JASPER WARDEN,M,12,,5.5,,3053536.2013.9.29,,9/29/2013 0:00,,0,99,,M,10.9,,6,,,3053536,1.1,,,,
-118.0297222,52.92638889,2013,E,9,30,0,AB,E,,,,0,,JASPER WARDEN,M,11.6,,2.3,,3053536.2013.9.30,,9/30/2013 0:00,,0,,,M,11.1,,6.4,E,E,3053536,1.7,,,,
-118.0297222,52.92638889,2013,,10,1,0,AB,,,,,0,,JASPER WARDEN,M,13.9,,1.6,,3053536.2013.10.1,,10/1/2013 0:00,,0,,,M,8.5,,4.1,,,3053536,-0.4,,,,
-118.0297222,52.92638889,2013,,10,2,0,AB,,,35,,0,,JASPER WARDEN,M,14.3,,0,,3053536.2013.10.2,,10/2/2013 0:00,,0,95,,M,10.1,,3.7,,,3053536,-2.8,,,,
-118.0297222,52.92638889,2013,,10,3,0,AB,,,28,,0,,JASPER WARDEN,M,13.7,,0.8,,3053536.2013.10.3,,10/3/2013 0:00,,0,99,,M,11.9,,4.3,,,3053536,-3.3,,,,
-118.0297222,52.92638889,2013,,10,4,0,AB,,,21,,0,,JASPER WARDEN,M,14,,0.2,,3053536.2013.10.4,,10/4/2013 0:00,,0,99,,M,14.4,,4,,,3053536,-6.4,,,,
-118.0297222,52.92638889,2013,,10,5,35,AB,,,55,,20,,JASPER WARDEN,M,10.1,,0,,3053536.2013.10.5,,10/5/2013 0:00,,0,86,,M,11,,7.9,,,3053536,4.7,,,,
-118.0297222,52.92638889,2013,,10,6,0,AB,,,64,,0,,JASPER WARDEN,M,8.4,,2.5,,3053536.2013.10.6,,10/6/2013 0:00,,0,97,,M,14.7,,9.6,,,3053536,4.4,,,,
-118.0297222,52.92638889,2013,,10,7,32,AB,,,37,,20,,JASPER WARDEN,M,9.1,,0.2,,3053536.2013.10.7,,10/7/2013 0:00,,0,96,,M,14.2,,8.9,,,3053536,3.5,,,,
-118.0297222,52.92638889,2013,,10,8,0,AB,,,50,,0,,JASPER WARDEN,M,13.2,,0.8,,3053536.2013.10.8,,10/8/2013 0:00,,0,97,,M,8.8,,4.8,,,3053536,0.8,,,,
-118.0297222,52.92638889,2013,,10,9,0,AB,,,32,,0,,JASPER WARDEN,M,14.3,,0,,3053536.2013.10.9,,10/9/2013 0:00,,0,96,,M,10.5,,3.7,,,3053536,-3.1,,,,
-118.0297222,52.92638889,2013,,10,10,35,AB,,,26,,20,,JASPER WARDEN,M,12.4,,0,,3053536.2013.10.10,,10/10/2013 0:00,,0,75,,M,10.9,,5.6,,,3053536,0.2,,,,
-118.0297222,52.92638889,2013,,10,11,0,AB,,,30,,0,,JASPER WARDEN,M,14.5,,0,,3053536.2013.10.11,,10/11/2013 0:00,,0,81,,M,8.7,,3.5,,,3053536,-1.7,,,,
-118.0297222,52.92638889,2013,,10,12,0,AB,,,31,,0,,JASPER WARDEN,M,15.4,,0,,3053536.2013.10.12,,10/12/2013 0:00,,0,87,,M,9,,2.6,,,3053536,-3.8,,,,
-118.0297222,52.92638889,2013,,10,13,0,AB,,,29,,0,,JASPER WARDEN,M,14.1,,0,,3053536.2013.10.13,,10/13/2013 0:00,,0,88,,M,10.7,,3.9,,,3053536,-2.9,,,,
-118.0297222,52.92638889,2013,,10,14,0,AB,,,28,,0,,JASPER WARDEN,M,13.6,,0,,3053536.2013.10.14,,10/14/2013 0:00,,0,93,,M,13.8,,4.4,,,3053536,-5.1,,,,
-118.0297222,52.92638889,2013,,10,15,0,AB,,,54,,0,,JASPER WARDEN,M,15.5,,3,,3053536.2013.10.15,,10/15/2013 0:00,,0,97,,M,8.9,,2.5,,,3053536,-3.9,,,,
-118.0297222,52.92638889,2013,,10,16,0,AB,,,40,,0,,JASPER WARDEN,M,14,,0.4,,3053536.2013.10.16,,10/16/2013 0:00,,0,100,,M,10.9,,4,,,3053536,-2.9,,,,
-118.0297222,52.92638889,2013,,10,17,0,AB,,,29,,0,,JASPER WARDEN,M,14.1,,0.2,,3053536.2013.10.17,,10/17/2013 0:00,,0,99,,M,12.3,,3.9,,,3053536,-4.5,,,,
-118.0297222,52.92638889,2013,,10,18,0,AB,,,31,,0,,JASPER WARDEN,M,13.7,,0,,3053536.2013.10.18,,10/18/2013 0:00,,0,99,,M,14,,4.3,,,3053536,-5.5,,,,
-118.0297222,52.92638889,2013,,10,19,0,AB,,,34,,0,,JASPER WARDEN,M,10.1,,0,,3053536.2013.10.19,,10/19/2013 0:00,,0,82,,M,15.2,,7.9,,,3053536,0.6,,,,
-118.0297222,52.92638889,2013,,10,20,33,AB,,,32,,14,,JASPER WARDEN,M,8.7,,0,,3053536.2013.10.20,,10/20/2013 0:00,,0,81,,M,16.8,,9.3,,,3053536,1.8,,,,
-118.0297222,52.92638889,2013,,10,21,32,AB,,,29,,16,,JASPER WARDEN,M,9.2,,0,,3053536.2013.10.21,,10/21/2013 0:00,,0,96,,M,18.8,,8.8,,,3053536,-1.3,,,,
-118.0297222,52.92638889,2013,,10,22,0,AB,,,50,,0,,JASPER WARDEN,M,8.9,,0,,3053536.2013.10.22,,10/22/2013 0:00,,0,77,,M,13.1,,9.1,,,3053536,5.1,,,,
-118.0297222,52.92638889,2013,,10,23,0,AB,,,39,,0,,JASPER WARDEN,M,10.7,,0,,3053536.2013.10.23,,10/23/2013 0:00,,0,99,,M,15.8,,7.3,,,3053536,-1.3,,,,
-118.0297222,52.92638889,2013,,10,24,0,AB,,,25,,0,,JASPER WARDEN,M,9.1,,0,,3053536.2013.10.24,,10/24/2013 0:00,,0,100,,M,20.2,,8.9,,,3053536,-2.4,,,,
-118.0297222,52.92638889,2013,,10,25,0,AB,,,29,,0,,JASPER WARDEN,M,12.1,,0,,3053536.2013.10.25,,10/25/2013 0:00,,0,99,,M,16.2,,5.9,,,3053536,-4.4,,,,
-118.0297222,52.92638889,2013,,10,26,0,AB,,,54,,0,,JASPER WARDEN,M,15.3,,2.6,,3053536.2013.10.26,,10/26/2013 0:00,,0,96,,M,9.4,,2.7,,,3053536,-4.1,,,,
-118.0297222,52.92638889,2013,,10,27,50,AB,,,67,,32,,JASPER WARDEN,M,17.4,,4.2,,3053536.2013.10.27,,10/27/2013 0:00,,0,98,,M,5.1,,0.6,,,3053536,-3.9,,,,
-118.0297222,52.92638889,2013,,10,28,0,AB,,,39,,0,,JASPER WARDEN,M,21.9,,0.2,,3053536.2013.10.28,,10/28/2013 0:00,,0,96,,M,2.5,,-3.9,,,3053536,-10.3,,,,
-118.0297222,52.92638889,2013,,10,29,0,AB,,,28,,0,,JASPER WARDEN,M,18.7,,0,,3053536.2013.10.29,,10/29/2013 0:00,,0,98,,M,8.8,,-0.7,,,3053536,-10.2,,,,
-118.0297222,52.92638889,2013,,10,30,0,AB,,,34,,0,,JASPER WARDEN,M,15.7,,0,,3053536.2013.10.30,,10/30/2013 0:00,,0,96,,M,10.2,,2.3,,,3053536,-5.7,,,,
-118.0297222,52.92638889,2013,,10,31,41,AB,,,37,,24,,JASPER WARDEN,M,11.8,,0,,3053536.2013.10.31,,10/31/2013 0:00,,0,72,,M,10.2,,6.2,,,3053536,2.1,,,,
-118.0297222,52.92638889,2013,,11,1,0,AB,,,38,,0,,JASPER WARDEN,M,14,,0,,3053536.2013.11.1,,11/1/2013 0:00,,0,86,,M,8.3,,4,,,3053536,-0.4,,,,
-118.0297222,52.92638889,2013,,11,2,37,AB,,,80,,33,,JASPER WARDEN,M,18.3,,0.4,,3053536.2013.11.2,,11/2/2013 0:00,,0,91,,M,1,,-0.3,,,3053536,-1.5,,,,
-118.0297222,52.92638889,2013,,11,3,39,AB,,,50,,32,,JASPER WARDEN,M,19.7,,0.2,,3053536.2013.11.3,,11/3/2013 0:00,,0,87,,M,0.5,,-1.7,,,3053536,-3.9,,,,
-118.0297222,52.92638889,2013,,11,4,0,AB,,,42,,0,,JASPER WARDEN,M,24.4,,0,,3053536.2013.11.4,,11/4/2013 0:00,,0,96,,M,0.1,,-6.4,,,3053536,-12.9,,,,
-118.0297222,52.92638889,2013,,11,5,0,AB,,,50,,0,,JASPER WARDEN,M,23,,0,,3053536.2013.11.5,,11/5/2013 0:00,,0,92,,M,2,,-5,,,3053536,-12,,,,
-118.0297222,52.92638889,2013,,11,6,0,AB,,,54,,0,,JASPER WARDEN,M,20.2,,0,,3053536.2013.11.6,,11/6/2013 0:00,,0,88,,M,2.7,,-2.2,,,3053536,-7.1,,,,
-118.0297222,52.92638889,2013,,11,7,0,AB,,,86,,0,,JASPER WARDEN,M,20.6,,0.9,,3053536.2013.11.7,,11/7/2013 0:00,,0,98,,M,0.2,,-2.6,,,3053536,-5.4,,,,
-118.0297222,52.92638889,2013,,11,8,0,AB,,,66,,0,,JASPER WARDEN,M,18.5,,0.2,,3053536.2013.11.8,,11/8/2013 0:00,,0,98,,M,2.4,,-0.5,,,3053536,-3.4,,,,
-118.0297222,52.92638889,2013,,11,9,0,AB,,,65,,0,,JASPER WARDEN,M,20.3,,0.2,,3053536.2013.11.9,,11/9/2013 0:00,,0,95,,M,2.5,,-2.3,,,3053536,-7.1,,,,
-118.0297222,52.92638889,2013,,11,10,0,AB,,,54,,0,,JASPER WARDEN,M,23,,0,,3053536.2013.11.10,,11/10/2013 0:00,,0,97,,M,1.1,,-5,,,3053536,-11,,,,
-118.0297222,52.92638889,2013,,11,11,0,AB,,,47,,0,,JASPER WARDEN,M,25.3,,0,,3053536.2013.11.11,,11/11/2013 0:00,,0,95,,M,1.1,,-7.3,,,3053536,-15.6,,,,
-118.0297222,52.92638889,2013,,11,12,0,AB,,,53,,0,,JASPER WARDEN,M,19,,0,,3053536.2013.11.12,,11/12/2013 0:00,,0,98,,M,9,,-1,,,3053536,-10.9,,,,
-118.0297222,52.92638889,2013,,11,13,0,AB,,,35,,0,,JASPER WARDEN,M,12.6,,0,,3053536.2013.11.13,,11/13/2013 0:00,,0,86,,M,11,,5.4,,,3053536,-0.3,,,,
-118.0297222,52.92638889,2013,,11,14,0,AB,,,44,,0,,JASPER WARDEN,M,16.1,,0.4,,3053536.2013.11.14,,11/14/2013 0:00,,0,99,,M,5,,1.9,,,3053536,-1.2,,,,
-118.0297222,52.92638889,2013,,11,15,0,AB,,,49,,0,,JASPER WARDEN,M,17.3,,0,,3053536.2013.11.15,,11/15/2013 0:00,,0,84,,M,3.5,,0.7,,,3053536,-2.1,,,,
-118.0297222,52.92638889,2013,,11,16,69,AB,,,61,,35,,JASPER WARDEN,M,23.8,,0.7,,3053536.2013.11.16,,11/16/2013 0:00,,0,94,,M,-0.8,,-5.8,,,3053536,-10.7,,,,
-118.0297222,52.92638889,2013,,11,17,0,AB,,,59,,0,,JASPER WARDEN,M,28,,1.7,,3053536.2013.11.17,,11/17/2013 0:00,,0,92,,M,-5.3,,-10,,,3053536,-14.7,,,,
-118.0297222,52.92638889,2013,,11,18,32,AB,,,86,,2,,JASPER WARDEN,M,30.6,,5.2,,3053536.2013.11.18,,11/18/2013 0:00,,0,91,,M,-11.4,,-12.6,,,3053536,-13.7,,,,
-118.0297222,52.92638889,2013,,11,19,37,AB,,,64,,1,,JASPER WARDEN,M,36.1,,0.8,,3053536.2013.11.19,,11/19/2013 0:00,,0,87,,M,-13.3,,-18.1,,,3053536,-22.8,,,,
-118.0297222,52.92638889,2013,,11,20,0,AB,,,58,,0,,JASPER WARDEN,M,38.7,,0.2,,3053536.2013.11.20,,11/20/2013 0:00,,0,91,,M,-12.2,,-20.7,,,3053536,-29.2,,,,
-118.0297222,52.92638889,2013,,11,21,0,AB,,,70,,0,,JASPER WARDEN,M,29.4,,0,,3053536.2013.11.21,,11/21/2013 0:00,,0,94,,M,-3.4,,-11.4,,,3053536,-19.3,,,,
-118.0297222,52.92638889,2013,,11,22,0,AB,,,53,,0,,JASPER WARDEN,M,22.2,,0,,3053536.2013.11.22,,11/22/2013 0:00,,0,90,,M,-0.2,,-4.2,,,3053536,-8.2,,,,
-118.0297222,52.92638889,2013,,11,23,0,AB,,,64,,0,,JASPER WARDEN,M,22.1,,0,,3053536.2013.11.23,,11/23/2013 0:00,,0,92,,M,2,,-4.1,,,3053536,-10.1,,,,
-118.0297222,52.92638889,2013,,11,24,0,AB,,,57,,0,,JASPER WARDEN,M,20,,0,,3053536.2013.11.24,,11/24/2013 0:00,,0,93,,M,2.3,,-2,,,3053536,-6.3,,,,
-118.0297222,52.92638889,2013,,11,25,0,AB,,,71,,0,,JASPER WARDEN,M,20.5,,0,,3053536.2013.11.25,,11/25/2013 0:00,,0,95,,M,1.4,,-2.5,,,3053536,-6.4,,,,
-118.0297222,52.92638889,2013,,11,26,0,AB,,,72,,0,,JASPER WARDEN,M,21.5,,0,,3053536.2013.11.26,,11/26/2013 0:00,,0,100,,M,1.3,,-3.5,,,3053536,-8.3,,,,
-118.0297222,52.92638889,2013,,11,27,0,AB,,,65,,0,,JASPER WARDEN,M,25.1,,0,,3053536.2013.11.27,,11/27/2013 0:00,,0,100,,M,-0.9,,-7.1,,,3053536,-13.2,,,,
-118.0297222,52.92638889,2013,,11,28,0,AB,,,66,,0,,JASPER WARDEN,M,21.3,,0,,3053536.2013.11.28,,11/28/2013 0:00,,0,97,,M,4.9,,-3.3,,,3053536,-11.4,,,,
-118.0297222,52.92638889,2013,,11,29,0,AB,,,77,,0,,JASPER WARDEN,M,17.5,,0,,3053536.2013.11.29,,11/29/2013 0:00,,0,94,,M,2.9,,0.5,,,3053536,-2,,,,
-118.0297222,52.92638889,2013,,11,30,0,AB,,,72,,0,,JASPER WARDEN,M,17.7,,0,,3053536.2013.11.30,,11/30/2013 0:00,,0,96,,M,3.2,,0.3,,,3053536,-2.6,,,,
-118.0297222,52.92638889,2013,,12,1,54,AB,,,66,,34,,JASPER WARDEN,M,22.6,,1.4,,3053536.2013.12.1,,12/1/2013 0:00,,0,99,,M,1.4,,-4.6,,,3053536,-10.5,,,,
-118.0297222,52.92638889,2013,,12,2,59,AB,,,53,,32,,JASPER WARDEN,M,30.9,,0.4,,3053536.2013.12.2,,12/2/2013 0:00,,0,76,,M,-10.4,,-12.9,,,3053536,-15.4,,,,
-118.0297222,52.92638889,2013,,12,3,0,AB,,,64,,0,,JASPER WARDEN,M,35.2,,0.2,,3053536.2013.12.3,,12/3/2013 0:00,,0,90,,M,-11.3,,-17.2,,,3053536,-23.1,,,,
-118.0297222,52.92638889,2013,,12,4,0,AB,,,53,,0,,JASPER WARDEN,M,41.6,,0.2,,3053536.2013.12.4,,12/4/2013 0:00,,0,84,,M,-15.6,,-23.6,,,3053536,-31.6,,,,
-118.0297222,52.92638889,2013,,12,5,0,AB,,,63,,0,,JASPER WARDEN,M,44.6,,0,,3053536.2013.12.5,,12/5/2013 0:00,,0,78,,M,-19.1,,-26.6,,,3053536,-34,,,,
-118.0297222,52.92638889,2013,,12,6,0,AB,,,47,,0,,JASPER WARDEN,M,45.4,,0,,3053536.2013.12.6,,12/6/2013 0:00,,0,79,,M,-20.9,,-27.4,,,3053536,-33.9,,,,
-118.0297222,52.92638889,2013,,12,7,0,AB,,,55,,0,,JASPER WARDEN,M,44.5,,0,,3053536.2013.12.7,,12/7/2013 0:00,,0,74,,M,-17.7,,-26.5,,,3053536,-35.3,,,,
-118.0297222,52.92638889,2013,,12,8,0,AB,,,75,,0,,JASPER WARDEN,M,34.9,,2.8,,3053536.2013.12.8,,12/8/2013 0:00,,0,90,,M,-13.3,,-16.9,,,3053536,-20.5,,,,
-118.0297222,52.92638889,2013,,12,9,0,AB,,,69,,0,,JASPER WARDEN,M,28.6,,1.1,,3053536.2013.12.9,,12/9/2013 0:00,,0,89,,M,-7.8,,-10.6,,,3053536,-13.4,,,,
-118.0297222,52.92638889,2013,,12,10,0,AB,,,,,0,,JASPER WARDEN,M,27.8,,1.4,,3053536.2013.12.10,,12/10/2013 0:00,,0,,,M,-7.7,,-9.8,,,3053536,-11.8,,,,
-118.0297222,52.92638889,2013,,12,11,0,AB,,,,,0,,JASPER WARDEN,M,23.9,,0,,3053536.2013.12.11,,12/11/2013 0:00,,0,,,M,-1.4,,-5.9,,,3053536,-10.3,,,,
-118.0297222,52.92638889,2013,,12,12,0,AB,,,,,0,,JASPER WARDEN,M,25,,0,,3053536.2013.12.12,,12/12/2013 0:00,,0,,,M,-1,,-7,,,3053536,-12.9,,,,
-118.0297222,52.92638889,2013,,12,13,0,AB,,,,,0,,JASPER WARDEN,M,23.1,,0,,3053536.2013.12.13,,12/13/2013 0:00,,0,,,M,1,,-5.1,,,3053536,-11.2,,,,
-118.0297222,52.92638889,2013,,12,14,37,AB,,,,,18,,JASPER WARDEN,M,16.1,,0,,3053536.2013.12.14,,12/14/2013 0:00,,0,,,M,5.5,,1.9,,,3053536,-1.7,,,,
-118.0297222,52.92638889,2013,,12,15,33,AB,,,,,20,,JASPER WARDEN,M,16.9,,0,,3053536.2013.12.15,,12/15/2013 0:00,,0,,,M,5.8,,1.1,,,3053536,-3.7,,,,
-118.0297222,52.92638889,2013,,12,16,0,AB,,,,,0,,JASPER WARDEN,M,18,,0,,3053536.2013.12.16,,12/16/2013 0:00,,0,,,M,4.1,,0,,,3053536,-4.1,,,,
-118.0297222,52.92638889,2013,,12,17,0,AB,,,,,0,,JASPER WARDEN,M,15.6,,0,,3053536.2013.12.17,,12/17/2013 0:00,,0,,,M,5,,2.4,,,3053536,-0.3,,,,
-118.0297222,52.92638889,2013,,12,18,37,AB,,,,,1,,JASPER WARDEN,M,29.2,,1.4,,3053536.2013.12.18,,12/18/2013 0:00,,0,,,M,0.2,,-11.2,,,3053536,-22.5,,,,
