x,y,TEMP,WIND_DIRECTION,STATION_PRESSURE_FLAG,LOCAL_YEAR,WIND_SPEED_FLAG,RELATIVE_HUMIDITY,WINDCHILL_FLAG,WIND_SPEED,LOCAL_DAY,CLIMATE_IDENTIFIER,STATION_NAME,DEW_POINT_TEMP_FLAG,UTC_DAY,WIND_DIRECTION_FLAG,VISIBILITY,DEW_POINT_TEMP,HUMIDEX,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY_FLAG,STATION_PRESSURE,WINDCHILL,UTC_YEAR,PRECIP_AMOUNT,HUMIDEX_FLAG,LOCAL_DATE,WEATHER_FRE_DESC,PROVINCE_CODE,VISIBILITY_FLAG,WEATHER_ENG_DESC,LOCAL_MONTH,UTC_MONTH,ID,TEMP_FLAG,LOCAL_HOUR,UTC_DATE
-118.02972222222222,52.92638888888889,4.4,20,,2024,,32,,10,30,3053536,JASPER WARDEN,,30,,,-11.0,,,,89.11,,2024,0,,2024-03-30 13:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.13,,13,2024-03-30T20:00:00
-118.02972222222222,52.92638888888889,4.6,21,,2024,,33,,10,30,3053536,JASPER WARDEN,,30,,,-10.5,,,,89.06,,2024,0,,2024-03-30 14:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.14,,14,2024-03-30T21:00:00
-118.02972222222222,52.92638888888889,4.9,26,,2024,,30,,6,30,3053536,JASPER WARDEN,,30,,,-11.2,,,,89.05,,2024,0,,2024-03-30 15:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.15,,15,2024-03-30T22:00:00
-118.02972222222222,52.92638888888889,4.2,24,,2024,,35,,12,30,3053536,JASPER WARDEN,,30,,,-10.0,,,,89.06,,2024,0,,2024-03-30 16:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.16,,16,2024-03-30T23:00:00
-118.02972222222222,52.92638888888889,3.9,27,,2024,,36,,10,30,3053536,JASPER WARDEN,,31,,,-9.7,,,,89.07,,2024,0,,2024-03-30 17:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.17,,17,2024-03-31T00:00:00
-118.02972222222222,52.92638888888889,3.9,27,,2024,,39,,10,30,3053536,JASPER WARDEN,,31,,,-8.6,,,,89.07,,2024,0,,2024-03-30 18:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.18,,18,2024-03-31T01:00:00
-118.02972222222222,52.92638888888889,2.8,23,,2024,,49,,8,30,3053536,JASPER WARDEN,,31,,,-6.8,,,,89.09,,2024,0,,2024-03-30 19:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.19,,19,2024-03-31T02:00:00
-118.02972222222222,52.92638888888889,1.8,21,,2024,,55,,10,30,3053536,JASPER WARDEN,,31,,,-6.3,,,,89.15,,2024,0,,2024-03-30 20:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.20,,20,2024-03-31T03:00:00
-118.02972222222222,52.92638888888889,0.8,16,,2024,,58,,4,30,3053536,JASPER WARDEN,,31,,,-6.4,,,,89.22,,2024,0,,2024-03-30 21:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.21,,21,2024-03-31T04:00:00
-118.02972222222222,52.92638888888889,-0.4,19,,2024,,64,,3,30,3053536,JASPER WARDEN,,31,,,-6.5,,,,89.27,-1,2024,0,,2024-03-30 22:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.22,,22,2024-03-31T05:00:00
-118.02972222222222,52.92638888888889,-2.8,17,,2024,,72,,4,30,3053536,JASPER WARDEN,,31,,,-7.1,,,,89.32,-4,2024,0,,2024-03-30 23:00:00,ND,AB,,NA,3,3,3053536.2024.3.30.23,,23,2024-03-31T06:00:00
-118.02972222222222,52.92638888888889,-3.6,18,,2024,,78,,5,31,3053536,JASPER WARDEN,,31,,,-6.8,,,,89.37,-6,2024,0,,2024-03-31 00:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.0,,0,2024-03-31T07:00:00
-118.02972222222222,52.92638888888889,-4.7,22,,2024,,82,,4,31,3053536,JASPER WARDEN,,31,,,-7.3,,,,89.44,-6,2024,0,,2024-03-31 01:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.1,,1,2024-03-31T08:00:00
-118.02972222222222,52.92638888888889,-6.4,22,,2024,,86,,3,31,3053536,JASPER WARDEN,,31,,,-8.4,,,,89.48,-8,2024,0,,2024-03-31 02:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.2,,2,2024-03-31T09:00:00
-118.02972222222222,52.92638888888889,-7.5,20,,2024,,87,,2,31,3053536,JASPER WARDEN,,31,,,-9.4,,,,89.52,-9,2024,0,,2024-03-31 03:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.3,,3,2024-03-31T10:00:00
-118.02972222222222,52.92638888888889,-8.1,26,,2024,,92,,3,31,3053536,JASPER WARDEN,,31,,,-9.2,,,,89.56,-10,2024,0,,2024-03-31 04:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.4,,4,2024-03-31T11:00:00
-118.02972222222222,52.92638888888889,-9.5,22,,2024,,91,,4,31,3053536,JASPER WARDEN,,31,,,-10.7,,,,89.58,-12,2024,0,,2024-03-31 05:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.5,,5,2024-03-31T12:00:00
-118.02972222222222,52.92638888888889,-9.1,26,,2024,,91,,3,31,3053536,JASPER WARDEN,,31,,,-10.3,,,,89.62,-11,2024,0,,2024-03-31 06:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.6,,6,2024-03-31T13:00:00
-118.02972222222222,52.92638888888889,-8.7,20,,2024,,89,,5,31,3053536,JASPER WARDEN,,31,,,-10.1,,,,89.64,-11,2024,0,,2024-03-31 07:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.7,,7,2024-03-31T14:00:00
-118.02972222222222,52.92638888888889,-5.1,20,,2024,,78,,5,31,3053536,JASPER WARDEN,,31,,,-8.3,,,,89.66,-7,2024,0,,2024-03-31 08:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.8,,8,2024-03-31T15:00:00
-118.02972222222222,52.92638888888889,-3.1,22,,2024,,63,,10,31,3053536,JASPER WARDEN,,31,,,-9.1,,,,89.63,-7,2024,0,,2024-03-31 09:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.9,,9,2024-03-31T16:00:00
-118.02972222222222,52.92638888888889,0.7,23,,2024,,53,,11,31,3053536,JASPER WARDEN,,31,,,-7.7,,,,89.52,,2024,0,,2024-03-31 10:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.10,,10,2024-03-31T17:00:00
-118.02972222222222,52.92638888888889,4.2,21,,2024,,42,,9,31,3053536,JASPER WARDEN,,31,,,-7.5,,,,89.47,,2024,0,,2024-03-31 11:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.11,,11,2024-03-31T18:00:00
-118.02972222222222,52.92638888888889,6.1,20,,2024,,33,,10,31,3053536,JASPER WARDEN,,31,,,-9.0,,,,89.38,,2024,0,,2024-03-31 12:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.12,,12,2024-03-31T19:00:00
-118.02972222222222,52.92638888888889,6.2,18,,2024,,34,,10,31,3053536,JASPER WARDEN,,31,,,-8.4,,,,89.32,,2024,0,,2024-03-31 13:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.13,,13,2024-03-31T20:00:00
-118.02972222222222,52.92638888888889,6.4,21,,2024,,33,,11,31,3053536,JASPER WARDEN,,31,,,-8.9,,,,89.27,,2024,0,,2024-03-31 14:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.14,,14,2024-03-31T21:00:00
-118.02972222222222,52.92638888888889,7.1,23,,2024,,33,,7,31,3053536,JASPER WARDEN,,31,,,-8.1,,,,89.2,,2024,0,,2024-03-31 15:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.15,,15,2024-03-31T22:00:00
-118.02972222222222,52.92638888888889,7.2,18,,2024,,33,,9,31,3053536,JASPER WARDEN,,31,,,-7.9,,,,89.15,,2024,0,,2024-03-31 16:00:00,ND,AB,,NA,3,3,3053536.2024.3.31.16,,16,2024-03-31T23:00:00
-118.02972222222222,52.92638888888889,7.5,20,,2024,,36,,7,31,3053536,JASPER WARDEN,,1,,,-6.6,,,,89.11,,2024,0,,2024-03-31 17:00:00,ND,AB,,NA,3,4,3053536.2024.3.31.17,,17,2024-04-01T00:00:00
-118.02972222222222,52.92638888888889,6.0,21,,2024,,45,,8,31,3053536,JASPER WARDEN,,1,,,-5.0,,,,89.06,,2024,0,,2024-03-31 18:00:00,ND,AB,,NA,3,4,3053536.2024.3.31.18,,18,2024-04-01T01:00:00
-118.02972222222222,52.92638888888889,5.4,23,,2024,,47,,12,31,3053536,JASPER WARDEN,,1,,,-4.9,,,,89.01,,2024,0,,2024-03-31 19:00:00,ND,AB,,NA,3,4,3053536.2024.3.31.19,,19,2024-04-01T02:00:00
-118.02972222222222,52.92638888888889,5.3,18,,2024,,45,,12,31,3053536,JASPER WARDEN,,1,,,-5.7,,,,88.99,,2024,0,,2024-03-31 20:00:00,ND,AB,,NA,3,4,3053536.2024.3.31.20,,20,2024-04-01T03:00:00
-118.02972222222222,52.92638888888889,5.5,19,,2024,,47,,9,31,3053536,JASPER WARDEN,,1,,,-5.0,,,,89.03,,2024,0,,2024-03-31 21:00:00,ND,AB,,NA,3,4,3053536.2024.3.31.21,,21,2024-04-01T04:00:00
-118.02972222222222,52.92638888888889,4.6,19,,2024,,49,,8,31,3053536,JASPER WARDEN,,1,,,-5.2,,,,89.05,,2024,0,,2024-03-31 22:00:00,ND,AB,,NA,3,4,3053536.2024.3.31.22,,22,2024-04-01T05:00:00
-118.02972222222222,52.92638888888889,3.4,17,,2024,,53,,7,31,3053536,JASPER WARDEN,,1,,,-5.3,,,,89.04,,2024,0,,2024-03-31 23:00:00,ND,AB,,NA,3,4,3053536.2024.3.31.23,,23,2024-04-01T06:00:00
-118.02972222222222,52.92638888888889,2.9,16,,2024,,59,,7,1,3053536,JASPER WARDEN,,1,,,-4.3,,,,89.06,,2024,0,,2024-04-01 00:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.0,,0,2024-04-01T07:00:00
-118.02972222222222,52.92638888888889,3.0,19,,2024,,59,,4,1,3053536,JASPER WARDEN,,1,,,-4.1,,,,89.07,,2024,0,,2024-04-01 01:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.1,,1,2024-04-01T08:00:00
-118.02972222222222,52.92638888888889,2.9,20,,2024,,61,,5,1,3053536,JASPER WARDEN,,1,,,-3.9,,,,89.1,,2024,0,,2024-04-01 02:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.2,,2,2024-04-01T09:00:00
-118.02972222222222,52.92638888888889,1.1,23,,2024,,64,,5,1,3053536,JASPER WARDEN,,1,,,-4.9,,,,89.15,,2024,0,,2024-04-01 03:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.3,,3,2024-04-01T10:00:00
-118.02972222222222,52.92638888888889,0.0,25,,2024,,70,,6,1,3053536,JASPER WARDEN,,1,,,-4.9,,,,89.19,-2,2024,0,,2024-04-01 04:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.4,,4,2024-04-01T11:00:00
-118.02972222222222,52.92638888888889,-0.6,23,,2024,,71,,8,1,3053536,JASPER WARDEN,,1,,,-5.1,,,,89.26,-3,2024,0,,2024-04-01 05:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.5,,5,2024-04-01T12:00:00
-118.02972222222222,52.92638888888889,-0.6,22,,2024,,74,,10,1,3053536,JASPER WARDEN,,1,,,-4.6,,,,89.32,-4,2024,0,,2024-04-01 06:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.6,,6,2024-04-01T13:00:00
-118.02972222222222,52.92638888888889,-0.9,22,,2024,,74,,9,1,3053536,JASPER WARDEN,,1,,,-4.9,,,,89.38,-4,2024,0,,2024-04-01 07:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.7,,7,2024-04-01T14:00:00
-118.02972222222222,52.92638888888889,1.5,23,,2024,,67,,8,1,3053536,JASPER WARDEN,,1,,,-4.1,,,,89.44,,2024,0,,2024-04-01 08:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.8,,8,2024-04-01T15:00:00
-118.02972222222222,52.92638888888889,7.5,18,,2024,,42,,9,1,3053536,JASPER WARDEN,,1,,,-4.5,,,,89.47,,2024,0,,2024-04-01 09:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.9,,9,2024-04-01T16:00:00
-118.02972222222222,52.92638888888889,10.3,26,,2024,,28,,8,1,3053536,JASPER WARDEN,,1,,,-7.3,,,,89.48,,2024,0,,2024-04-01 10:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.10,,10,2024-04-01T17:00:00
-118.02972222222222,52.92638888888889,10.6,27,,2024,,23,,10,1,3053536,JASPER WARDEN,,1,,,-9.9,,,,89.54,,2024,0,,2024-04-01 11:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.11,,11,2024-04-01T18:00:00
-118.02972222222222,52.92638888888889,10.1,30,,2024,,22,,12,1,3053536,JASPER WARDEN,,1,,,-10.5,,,,89.55,,2024,0,,2024-04-01 12:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.12,,12,2024-04-01T19:00:00
-118.02972222222222,52.92638888888889,12.0,28,,2024,,19,,13,1,3053536,JASPER WARDEN,,1,,,-11.2,,,,89.57,,2024,0,,2024-04-01 13:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.13,,13,2024-04-01T20:00:00
-118.02972222222222,52.92638888888889,12.8,29,,2024,,17,,6,1,3053536,JASPER WARDEN,,1,,,-11.3,,,,89.58,,2024,0,,2024-04-01 14:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.14,,14,2024-04-01T21:00:00
-118.02972222222222,52.92638888888889,14.0,26,,2024,,19,,10,1,3053536,JASPER WARDEN,,1,,,-9.4,,,,89.55,,2024,0,,2024-04-01 15:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.15,,15,2024-04-01T22:00:00
-118.02972222222222,52.92638888888889,12.7,29,,2024,,23,,6,1,3053536,JASPER WARDEN,,1,,,-8.0,,,,89.54,,2024,0,,2024-04-01 16:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.16,,16,2024-04-01T23:00:00
-118.02972222222222,52.92638888888889,13.4,25,,2024,,22,,13,1,3053536,JASPER WARDEN,,2,,,-8.1,,,,89.53,,2024,0,,2024-04-01 17:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.17,,17,2024-04-02T00:00:00
-118.02972222222222,52.92638888888889,11.4,29,,2024,,26,,10,1,3053536,JASPER WARDEN,,2,,,-7.4,,,,89.62,,2024,0,,2024-04-01 18:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.18,,18,2024-04-02T01:00:00
-118.02972222222222,52.92638888888889,10.6,26,,2024,,27,,4,1,3053536,JASPER WARDEN,,2,,,-7.5,,,,89.69,,2024,0,,2024-04-01 19:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.19,,19,2024-04-02T02:00:00
-118.02972222222222,52.92638888888889,7.8,15,,2024,,33,,1,1,3053536,JASPER WARDEN,,2,,,-7.6,,,,89.73,,2024,0,,2024-04-01 20:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.20,,20,2024-04-02T03:00:00
-118.02972222222222,52.92638888888889,7.0,19,,2024,,40,,5,1,3053536,JASPER WARDEN,,2,,,-5.6,,,,89.78,,2024,0,,2024-04-01 21:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.21,,21,2024-04-02T04:00:00
-118.02972222222222,52.92638888888889,5.9,16,,2024,,44,,7,1,3053536,JASPER WARDEN,,2,,,-5.4,,,,89.8,,2024,0,,2024-04-01 22:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.22,,22,2024-04-02T05:00:00
-118.02972222222222,52.92638888888889,5.9,18,,2024,,44,,5,1,3053536,JASPER WARDEN,,2,,,-5.3,,,,89.77,,2024,0,,2024-04-01 23:00:00,ND,AB,,NA,4,4,3053536.2024.4.1.23,,23,2024-04-02T06:00:00
-118.02972222222222,52.92638888888889,5.3,19,,2024,,49,,6,2,3053536,JASPER WARDEN,,2,,,-4.6,,,,89.76,,2024,0,,2024-04-02 00:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.0,,0,2024-04-02T07:00:00
-118.02972222222222,52.92638888888889,6.1,17,,2024,,47,,8,2,3053536,JASPER WARDEN,,2,,,-4.3,,,,89.75,,2024,0,,2024-04-02 01:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.1,,1,2024-04-02T08:00:00
-118.02972222222222,52.92638888888889,5.6,17,,2024,,47,,4,2,3053536,JASPER WARDEN,,2,,,-4.7,,,,89.74,,2024,0,,2024-04-02 02:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.2,,2,2024-04-02T09:00:00
-118.02972222222222,52.92638888888889,5.0,20,,2024,,51,,6,2,3053536,JASPER WARDEN,,2,,,-4.4,,,,89.67,,2024,0,,2024-04-02 03:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.3,,3,2024-04-02T10:00:00
-118.02972222222222,52.92638888888889,6.2,17,,2024,,49,,8,2,3053536,JASPER WARDEN,,2,,,-3.6,,,,89.59,,2024,0,,2024-04-02 04:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.4,,4,2024-04-02T11:00:00
-118.02972222222222,52.92638888888889,5.9,17,,2024,,51,,11,2,3053536,JASPER WARDEN,,2,,,-3.4,,,,89.54,,2024,0,,2024-04-02 05:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.5,,5,2024-04-02T12:00:00
-118.02972222222222,52.92638888888889,7.3,19,,2024,,49,,9,2,3053536,JASPER WARDEN,,2,,,-2.7,,,,89.52,,2024,0,,2024-04-02 06:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.6,,6,2024-04-02T13:00:00
-118.02972222222222,52.92638888888889,7.1,17,,2024,,52,,8,2,3053536,JASPER WARDEN,,2,,,-2.2,,,,89.5,,2024,0,,2024-04-02 07:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.7,,7,2024-04-02T14:00:00
-118.02972222222222,52.92638888888889,10.5,20,,2024,,48,,10,2,3053536,JASPER WARDEN,,2,,,-0.1,,,,89.49,,2024,0,,2024-04-02 08:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.8,,8,2024-04-02T15:00:00
-118.02972222222222,52.92638888888889,11.3,23,,2024,,46,,13,2,3053536,JASPER WARDEN,,2,,,0.0,,,,89.43,,2024,0,,2024-04-02 09:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.9,,9,2024-04-02T16:00:00
-118.02972222222222,52.92638888888889,12.0,22,,2024,,45,,11,2,3053536,JASPER WARDEN,,2,,,0.4,,,,89.4,,2024,0,,2024-04-02 10:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.10,,10,2024-04-02T17:00:00
-118.02972222222222,52.92638888888889,13.1,21,,2024,,43,,10,2,3053536,JASPER WARDEN,,2,,,0.7,,,,89.35,,2024,0,,2024-04-02 11:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.11,,11,2024-04-02T18:00:00
-118.02972222222222,52.92638888888889,14.2,21,,2024,,37,,16,2,3053536,JASPER WARDEN,,2,,,-0.3,,,,89.31,,2024,0,,2024-04-02 12:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.12,,12,2024-04-02T19:00:00
-118.02972222222222,52.92638888888889,14.9,19,,2024,,32,,18,2,3053536,JASPER WARDEN,,2,,,-1.7,,,,89.28,,2024,0,,2024-04-02 13:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.13,,13,2024-04-02T20:00:00
-118.02972222222222,52.92638888888889,14.6,20,,2024,,32,,17,2,3053536,JASPER WARDEN,,2,,,-2.0,,,,89.26,,2024,0,,2024-04-02 14:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.14,,14,2024-04-02T21:00:00
-118.02972222222222,52.92638888888889,15.0,20,,2024,,32,,19,2,3053536,JASPER WARDEN,,2,,,-1.7,,,,89.21,,2024,0,,2024-04-02 15:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.15,,15,2024-04-02T22:00:00
-118.02972222222222,52.92638888888889,15.0,23,,2024,,32,,15,2,3053536,JASPER WARDEN,,2,,,-1.5,,,,89.15,,2024,0,,2024-04-02 16:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.16,,16,2024-04-02T23:00:00
-118.02972222222222,52.92638888888889,14.4,20,,2024,,32,,18,2,3053536,JASPER WARDEN,,3,,,-1.9,,,,89.01,,2024,0,,2024-04-02 17:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.17,,17,2024-04-03T00:00:00
-118.02972222222222,52.92638888888889,13.2,18,,2024,,38,,20,2,3053536,JASPER WARDEN,,3,,,-0.9,,,,88.99,,2024,0,,2024-04-02 18:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.18,,18,2024-04-03T01:00:00
-118.02972222222222,52.92638888888889,11.6,17,,2024,,45,,20,2,3053536,JASPER WARDEN,,3,,,0.1,,,,88.99,,2024,0,,2024-04-02 19:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.19,,19,2024-04-03T02:00:00
-118.02972222222222,52.92638888888889,9.4,16,,2024,,59,,16,2,3053536,JASPER WARDEN,,3,,,1.9,,,,88.98,,2024,0,,2024-04-02 20:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.20,,20,2024-04-03T03:00:00
-118.02972222222222,52.92638888888889,9.0,16,,2024,,62,,15,2,3053536,JASPER WARDEN,,3,,,2.2,,,,88.91,,2024,0,,2024-04-02 21:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.21,,21,2024-04-03T04:00:00
-118.02972222222222,52.92638888888889,8.8,21,,2024,,64,,16,2,3053536,JASPER WARDEN,,3,,,2.4,,,,88.87,,2024,0,,2024-04-02 22:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.22,,22,2024-04-03T05:00:00
-118.02972222222222,52.92638888888889,8.2,22,,2024,,70,,9,2,3053536,JASPER WARDEN,,3,,,3.0,,,,88.82,,2024,0,,2024-04-02 23:00:00,ND,AB,,NA,4,4,3053536.2024.4.2.23,,23,2024-04-03T06:00:00
-118.02972222222222,52.92638888888889,7.4,22,,2024,,74,,9,3,3053536,JASPER WARDEN,,3,,,3.1,,,,88.78,,2024,0,,2024-04-03 00:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.0,,0,2024-04-03T07:00:00
-118.02972222222222,52.92638888888889,6.4,18,,2024,,79,,4,3,3053536,JASPER WARDEN,,3,,,3.1,,,,88.75,,2024,0,,2024-04-03 01:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.1,,1,2024-04-03T08:00:00
-118.02972222222222,52.92638888888889,5.5,19,,2024,,90,,5,3,3053536,JASPER WARDEN,,3,,,3.9,,,,88.79,,2024,0,,2024-04-03 02:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.2,,2,2024-04-03T09:00:00
-118.02972222222222,52.92638888888889,5.4,21,,2024,,88,,3,3,3053536,JASPER WARDEN,,3,,,3.5,,,,88.78,,2024,0,,2024-04-03 03:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.3,,3,2024-04-03T10:00:00
-118.02972222222222,52.92638888888889,4.3,24,,2024,,82,,9,3,3053536,JASPER WARDEN,,3,,,1.6,,,,88.96,,2024,1,,2024-04-03 04:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.4,,4,2024-04-03T11:00:00
-118.02972222222222,52.92638888888889,3.0,17,,2024,,88,,10,3,3053536,JASPER WARDEN,,3,,,1.2,,,,88.95,,2024,3.1,,2024-04-03 05:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.5,,5,2024-04-03T12:00:00
-118.02972222222222,52.92638888888889,2.1,17,,2024,,96,,7,3,3053536,JASPER WARDEN,,3,,,1.5,,,,89.1,,2024,0,,2024-04-03 06:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.6,,6,2024-04-03T13:00:00
-118.02972222222222,52.92638888888889,1.0,3,,2024,,86,,13,3,3053536,JASPER WARDEN,,3,,,-1.0,,,,89.26,,2024,0,,2024-04-03 07:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.7,,7,2024-04-03T14:00:00
-118.02972222222222,52.92638888888889,0.4,4,,2024,,86,,9,3,3053536,JASPER WARDEN,,3,,,-1.7,,,,89.39,,2024,0.3,,2024-04-03 08:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.8,,8,2024-04-03T15:00:00
-118.02972222222222,52.92638888888889,-0.3,2,,2024,,91,,6,3,3053536,JASPER WARDEN,,3,,,-1.6,,,,89.5,-2,2024,0.2,,2024-04-03 09:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.9,,9,2024-04-03T16:00:00
-118.02972222222222,52.92638888888889,1.2,5,,2024,,86,,7,3,3053536,JASPER WARDEN,,3,,,-0.8,,,,89.53,,2024,0,,2024-04-03 10:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.10,,10,2024-04-03T17:00:00
-118.02972222222222,52.92638888888889,2.6,3,,2024,,79,,7,3,3053536,JASPER WARDEN,,3,,,-0.7,,,,89.54,,2024,0,,2024-04-03 11:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.11,,11,2024-04-03T18:00:00
-118.02972222222222,52.92638888888889,4.8,24,,2024,,39,,6,3,3053536,JASPER WARDEN,,3,,,-8.0,,,,89.54,,2024,0,,2024-04-03 12:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.12,,12,2024-04-03T19:00:00
-118.02972222222222,52.92638888888889,6.0,31,,2024,,34,,8,3,3053536,JASPER WARDEN,,3,,,-8.6,,,,89.54,,2024,0,,2024-04-03 13:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.13,,13,2024-04-03T20:00:00
-118.02972222222222,52.92638888888889,6.4,31,,2024,,37,,8,3,3053536,JASPER WARDEN,,3,,,-7.3,,,,89.57,,2024,0,,2024-04-03 14:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.14,,14,2024-04-03T21:00:00
-118.02972222222222,52.92638888888889,6.7,29,,2024,,31,,7,3,3053536,JASPER WARDEN,,3,,,-9.3,,,,89.57,,2024,0,,2024-04-03 15:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.15,,15,2024-04-03T22:00:00
-118.02972222222222,52.92638888888889,6.8,32,,2024,,32,,6,3,3053536,JASPER WARDEN,,3,,,-8.7,,,,89.56,,2024,0,,2024-04-03 16:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.16,,16,2024-04-03T23:00:00
-118.02972222222222,52.92638888888889,6.6,26,,2024,,32,,8,3,3053536,JASPER WARDEN,,4,,,-9.0,,,,89.57,,2024,0,,2024-04-03 17:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.17,,17,2024-04-04T00:00:00
-118.02972222222222,52.92638888888889,6.0,26,,2024,,29,,6,3,3053536,JASPER WARDEN,,4,,,-10.6,,,,89.58,,2024,0,,2024-04-03 18:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.18,,18,2024-04-04T01:00:00
-118.02972222222222,52.92638888888889,3.8,14,,2024,,49,,6,3,3053536,JASPER WARDEN,,4,,,-5.8,,,,89.59,,2024,0,,2024-04-03 19:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.19,,19,2024-04-04T02:00:00
-118.02972222222222,52.92638888888889,2.3,8,,2024,,54,,4,3,3053536,JASPER WARDEN,,4,,,-6.0,,,,89.66,,2024,0,,2024-04-03 20:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.20,,20,2024-04-04T03:00:00
-118.02972222222222,52.92638888888889,-0.2,10,,2024,,65,,4,3,3053536,JASPER WARDEN,,4,,,-6.0,,,,89.69,-1,2024,0,,2024-04-03 21:00:00,ND,AB,,NA,4,4,3053536.2024.4.3.21,,21,2024-04-04T04:00:00
