LOCAL_DATE2,COOLING_DEGREE_DAYS2,HEATING_DEGREE_DAYS2,TOTAL_PRECIPITATION2,TOTAL_RAIN2,TOTAL_SNOW2,SNOW_ON_GROUND2,MAX_TEMPERATURE2,MEAN_TEMPERATURE2,MIN_TEMPERATURE2
5/26/1985,0,7.2,3.2,3.2,0,0,16.5,10.8,5
5/27/1985,0,6,0,0,0,0,18,12,6
5/28/1985,0,5.7,0,0,0,0,19.5,12.3,5
5/29/1985,0,4.7,0,0,0,0,22,13.3,4.5
5/30/1985,0,2.7,0,0,0,0,23,15.3,7.5
5/31/1985,0,2.7,0,0,0,0,23.5,15.3,7
6/1/1985,0,1.7,0,0,0,0,26,16.3,6.5
6/2/1985,0,1.2,0,0,0,0,27,16.8,6.5
6/3/1985,1.5,0,5.8,5.8,0,0,28.5,19.5,10.5
6/4/1985,0,4,4.2,4.2,0,0,16.5,14,11.5
6/5/1985,0,6.5,0,0,0,0,14.5,11.5,8.5
6/6/1985,0,7.5,3.4,3.4,0,0,17.5,10.5,3.5
6/7/1985,0,7,0,0,0,0,16.5,11,5.5
6/8/1985,0,5.7,1.2,1.2,0,0,16.5,12.3,8
6/9/1985,0,8,0.8,0.8,0,0,15,10,5
6/10/1985,0,8.2,0,0,0,0,19.5,9.8,0
6/11/1985,0,2,0,0,0,0,21.5,16,10.5
6/12/1985,0,5,2.2,2.2,0,0,16,13,10
6/13/1985,0,7.5,4.8,4.8,0,0,14,10.5,7
6/14/1985,0,6.2,4.8,4.8,0,0,16.5,11.8,7
6/15/1985,0,9.7,0,0,0,0,13.5,8.3,3
6/16/1985,0,6.7,0,0,0,0,19.5,11.3,3
6/17/1985,0,4,0,0,0,0,25,14,3
6/18/1985,0,0,0,0,0,0,30,18,6
6/19/1985,0,1.5,0,0,0,0,23.5,16.5,9.5
6/20/1985,0,1.2,0,0,0,0,22.5,16.8,11
6/21/1985,0,3.2,0,0,0,0,18,14.8,11.5
6/22/1985,0,7.2,0.2,0.2,0,0,14,10.8,7.5
6/23/1985,0,8,1.6,1.6,0,0,17,10,3
6/24/1985,0,2.5,0,0,0,0,21.5,15.5,9.5
6/25/1985,0,3.5,0,0,0,0,23.5,14.5,5.5
6/26/1985,0,2.7,0,0,0,0,20.5,15.3,10
6/27/1985,0,4.5,0,0,0,0,20,13.5,7
6/28/1985,0,4.2,0,0,0,0,21.5,13.8,6
6/29/1985,0,0.7,0,0,0,0,26.5,17.3,8
6/30/1985,0,0.7,5.6,5.6,0,0,22,17.3,12.5
7/1/1985,0,4.2,0,0,0,0,23,13.8,4.5
7/2/1985,0,2.5,0,0,0,0,26,15.5,5
7/3/1985,0.3,0,0,0,0,0,28.5,18.3,8
7/4/1985,3,0,0,0,0,0,30.5,21,11.5
7/5/1985,0,0.7,1.6,1.6,0,0,22.5,17.3,12
7/6/1985,0,3,0,0,0,0,22.5,15,7.5
7/7/1985,0,1.5,0,0,0,0,26,16.5,7
7/8/1985,1.3,0,0,0,0,0,29,19.3,9.5
7/9/1985,3,0,0,0,0,0,32,21,10
7/10/1985,2,0,0,0,0,0,27,20,13
7/11/1985,0,3.7,6.2,6.2,0,0,20,14.3,8.5
7/12/1985,0,4,0.2,0.2,0,0,19.5,14,8.5
7/13/1985,0,3.2,0,0,0,0,21.5,14.8,8
7/14/1985,,,0,0,0,0,23.5,,
7/15/1985,0,2.7,0,0,0,0,24.5,15.3,6
7/16/1985,0,0.5,0,0,0,0,28,17.5,7
7/17/1985,0,0.5,0,0,0,0,27.5,17.5,7.5
7/18/1985,1.8,0,0,0,0,0,29.5,19.8,10
7/19/1985,3,0,0,0,0,0,29,21,13
7/20/1985,3.3,0,0,0,0,0,32,21.3,10.5
7/21/1985,3.3,0,1.8,1.8,0,0,30,21.3,12.5
7/22/1985,0,1,0.4,0.4,0,0,20.5,17,13.5
7/23/1985,0.8,0,2.2,2.2,0,0,24,18.8,13.5
7/24/1985,0,1,0,0,0,0,22.5,17,11.5
7/25/1985,0,3.5,0,0,0,0,22,14.5,7
7/26/1985,0,4,0,0,0,0,22.5,14,5.5
7/27/1985,0,0.2,0,0,0,0,26.5,17.8,9
7/28/1985,0.5,0,0,0,0,0,28,18.5,9
7/29/1985,2.8,0,0,0,0,0,30.5,20.8,11
7/30/1985,3.3,0,0,0,0,0,32.5,21.3,10
7/31/1985,3.8,0,0,0,0,0,33,21.8,10.5
8/1/1985,2.5,0,0,0,0,0,28,20.5,13
8/2/1985,1.5,0,3.2,3.2,0,0,23.5,19.5,15.5
8/3/1985,0,0.2,12,12,0,0,22,17.8,13.5
8/4/1985,0,1.7,1.2,1.2,0,0,22,16.3,10.5
8/5/1985,0,3.5,0,0,0,0,22,14.5,7
8/6/1985,0,2.2,4.2,4.2,0,0,23.5,15.8,8
8/7/1985,0,2.2,3,3,0,0,19.5,15.8,12
8/8/1985,0,3,4.1,4.1,0,0,22.5,15,7.5
8/9/1985,0,4.7,0.2,0.2,0,0,16.5,13.3,10
8/10/1985,0,2.7,0.2,0.2,0,0,19.5,15.3,11
8/11/1985,0,2,0,0,0,0,22.5,16,9.5
8/12/1985,0,2.7,0,0,0,0,21,15.3,9.5
8/13/1985,0,1.5,0.2,0.2,0,0,26.5,16.5,6.5
8/14/1985,1.3,0,1.3,1.3,0,0,26.5,19.3,12
8/15/1985,0,2.2,0,0,0,0,22,15.8,9.5
8/16/1985,0,3.5,0,0,0,0,24.5,14.5,4.5
8/17/1985,0,1.5,0,0,0,0,27,16.5,6
8/18/1985,0,2.2,0,0,0,0,25.5,15.8,6
8/19/1985,0,2,0,0,0,0,21.5,16,10.5
8/20/1985,0,5,0,0,0,0,21.5,13,4.5
8/21/1985,0,3.5,0,0,0,0,21,14.5,8
8/22/1985,0,1.7,0.3,0.3,0,0,24,16.3,8.5
8/23/1985,0,1,0,0,0,0,26,17,8
8/24/1985,0,0.7,0,0,0,0,24.5,17.3,10
8/25/1985,0,7,0,0,0,0,18,11,4
8/26/1985,0,6,0,0,0,0,22,12,2
8/27/1985,0,2.2,0,0,0,0,25.5,15.8,6
8/28/1985,0,3.2,0,0,0,0,22,14.8,7.5
8/29/1985,0,2.7,10.2,10.2,0,0,21,15.3,9.5
8/30/1985,0,6.7,7.6,7.6,0,0,16.5,11.3,6
8/31/1985,0,5.7,1.6,1.6,0,0,16.5,12.3,8
9/1/1985,0,4.5,0,0,0,0,18.5,13.5,8.5
9/2/1985,0,5.7,0,0,0,0,18.5,12.3,6
9/3/1985,0,1,3.8,3.8,0,0,21,17,13
9/4/1985,0,7,16.8,16.8,0,0,13,11,9
9/5/1985,0,11.2,3.4,3.4,0,0,9.5,6.8,4
9/6/1985,0,10.7,0,0,0,0,10.5,7.3,4
9/7/1985,0,11,0,0,0,0,13,7,1
9/8/1985,0,12,0,0,0,0,14.5,6,-2.5
9/9/1985,0,9.5,0,0,0,0,18.5,8.5,-1.5
9/10/1985,0,7.5,0,0,0,0,22,10.5,-1
9/11/1985,0,6.5,1.2,1.2,0,0,20,11.5,3
9/12/1985,0,6.2,6.2,6.2,0,0,13,11.8,10.5
9/13/1985,0,6,18.8,18.8,0,0,14.5,12,9.5
9/14/1985,0,7,1.6,1.6,0,0,13.5,11,8.5
9/15/1985,0,7.7,15,15,0,0,12,10.3,8.5
9/16/1985,0,6.2,0.4,0.4,0,0,16.5,11.8,7
9/17/1985,0,7,0,0,0,0,14.5,11,7.5
9/18/1985,0,13.2,0,0,0,0,7.5,4.8,2
9/19/1985,0,12.7,10,10,0,0,12.5,5.3,-2
9/20/1985,0,8.5,7,7,0,0,12,9.5,7
9/21/1985,0,9.2,0,0,0,0,14,8.8,3.5
9/22/1985,0,12,0.4,0.4,0,0,13,6,-1
9/23/1985,0,14.2,6.8,6.8,0,0,7,3.8,0.5
9/24/1985,0,8,0,0,0,0,17.5,10,2.5
9/25/1985,0,7.5,0.6,0.6,0,0,19,10.5,2
9/26/1985,0,7.2,0,0,0,0,15.5,10.8,6
9/27/1985,0,13.2,0,0,0,0,11.5,4.8,-2
9/28/1985,0,13.2,0,0,0,0,13.5,4.8,-4
9/29/1985,0,11.5,0,0,0,0,14.5,6.5,-1.5
9/30/1985,0,12.7,0.2,0.2,0,0,11.5,5.3,-1
10/1/1985,0,10,0.8,0.8,0,0,15,8,1
10/2/1985,0,7.2,0,0,0,0,14.5,10.8,7
10/3/1985,0,11,0,0,0,0,13,7,1
10/4/1985,0,11.5,0,0,0,0,12.5,6.5,0.5
10/5/1985,0,10.2,0,0,0,0,13,7.8,2.5
10/6/1985,0,13.7,0,0,0,0,9.5,4.3,-1
10/7/1985,0,17,0,0,0,0,7,1,-5
10/8/1985,0,19.5,3.4,0,3.4,0,5.5,-1.5,-8.5
10/9/1985,0,14.7,4.4,4.4,0,,6,3.3,0.5
10/10/1985,0,12.7,21,20,1,,7.5,5.3,3
10/11/1985,0,13.2,6.2,5.2,1,,9.5,4.8,0
10/12/1985,0,13.5,5.4,5.4,0,,7,4.5,2
10/13/1985,0,9.7,9.8,9.8,0,,12.5,8.3,4
10/14/1985,0,12.5,11.8,11.8,0,0,7,5.5,4
10/15/1985,0,13.2,6.6,6.6,0,0,7.5,4.8,2
10/16/1985,0,13.5,0,0,0,0,8,4.5,1
10/17/1985,0,10.7,0,0,0,0,10.5,7.3,4
10/18/1985,0,13.7,2,2,0,0,11,4.3,-2.5
10/19/1985,0,12.5,9.8,9.8,0,0,7,5.5,4
10/20/1985,0,15.2,1,1,0,0,8,2.8,-2.5
10/21/1985,0,12,1.4,1.4,0,0,9,6,3
10/22/1985,0,12.2,2,2,0,0,7.5,5.8,4
10/23/1985,0,11.7,0,0,0,0,10,6.3,2.5
10/24/1985,0,15.2,1.6,1.6,0,0,5,2.8,0.5
10/25/1985,0,16.2,0,0,0,0,5.5,1.8,-2
10/26/1985,0,15.7,0,0,0,0,7.5,2.3,-3
10/27/1985,0,17.5,0.4,0,0.4,0,2,0.5,-1
10/28/1985,0,16.7,0.2,0,0.2,0,5,1.3,-2.5
10/29/1985,0,15,0,0,0,0,5.5,3,0.5
10/30/1985,0,15,2,0,2,0,5.5,3,0.5
10/31/1985,0,17.5,0.6,0.4,0.2,2,2,0.5,-1
11/1/1985,0,17,1.2,0.7,0.5,,2,1,0
11/2/1985,0,17.7,0,0,0,,3.5,0.3,-3
11/3/1985,0,16.7,0.4,0,0.4,,4,1.3,-1.5
11/4/1985,0,19,0,0,0,0,3,-1,-5
11/5/1985,0,19.5,4.8,0,4.8,0,0.5,-1.5,-3.5
11/6/1985,0,18.5,0.4,0.2,0.2,5,2,-0.5,-3
11/7/1985,0,20.3,3,0,3,4,1.5,-2.3,-6
11/8/1985,0,25.5,8,0,8,6,-4,-7.5,-11
11/9/1985,0,28.8,0,0,0,10,-8,-10.8,-13.5
11/10/1985,0,35.8,0,0,0,10,-12,-17.8,-23.5
11/11/1985,0,37,0,0,0,10,-14,-19,-24
11/12/1985,0,32.3,0,0,0,10,-9.5,-14.3,-19
11/13/1985,0,26.3,0,0,0,10,-2.5,-8.3,-14
11/14/1985,0,19.8,0,0,0,10,5.5,-1.8,-9
11/15/1985,0,15.7,1.6,1,0.6,7,4,2.3,0.5
11/16/1985,0,23.8,0,0,0,7,-3.5,-5.8,-8
11/17/1985,0,35.3,0,0,0,7,-14,-17.3,-20.5
11/18/1985,0,39.8,0,0,0,7,-18,-21.8,-25.5
11/19/1985,0,38.3,0,0,0,7,-16.5,-20.3,-24
11/20/1985,0,39,0,0,0,7,-15.5,-21,-26.5
11/21/1985,0,37,0,0,0,7,-16.5,-19,-21.5
11/22/1985,0,43.5,0,0,0,7,-20.5,-25.5,-30.5
11/23/1985,0,38.5,0.8,0,0.8,7,-16,-20.5,-25
11/24/1985,0,37.3,0,0,0,8,-14.5,-19.3,-24
11/25/1985,0,43,0,0,0,8,-22,-25,-28
11/26/1985,0,47.5,0,0,0,8,-26.5,-29.5,-32.5
11/27/1985,0,50.5,0,0,0,8,-29,-32.5,-36
11/28/1985,0,48.3,0,0,0,8,-26.5,-30.3,-34
11/29/1985,0,46.3,0,0,0,8,-24,-28.3,-32.5
11/30/1985,0,44.5,0,0,0,8,-21.5,-26.5,-31.5
12/1/1985,0,45.5,0,0,0,8,-23,-27.5,-32
12/2/1985,0,41.8,0.4,0,0.4,8,-15.5,-23.8,-32
12/3/1985,0,32.5,1.6,0,1.6,8,-6.5,-14.5,-22.5
12/4/1985,0,21.3,0,0,0,10,7,-3.3,-13.5
12/5/1985,0,14,0.2,0.2,0,2,7.5,4,0.5
12/6/1985,0,18,0,0,0,1,3,0,-3
12/7/1985,0,20.8,0,0,0,1,-1,-2.8,-4.5
12/8/1985,0,29,0,0,0,1,-7,-11,-15
12/9/1985,0,30.5,0,0,0,1,-10,-12.5,-15
12/10/1985,0,29.3,0.6,0,0.6,1,-8.5,-11.3,-14
12/11/1985,0,26.8,0,0,0,2,-6,-8.8,-11.5
12/12/1985,0,27.8,0,0,0,2,-8,-9.8,-11.5
12/13/1985,0,26.5,0,0,0,2,-6,-8.5,-11
12/14/1985,0,23.3,12.2,0,12.2,2,0.5,-5.3,-11
12/15/1985,0,20.3,1.6,0.6,1,14,2,-2.3,-6.5
12/16/1985,0,16,4.2,3.2,1,14,3,2,1
12/17/1985,0,14.7,0,0,0,12,5,3.3,1.5
12/18/1985,0,17.7,0,0,0,8,2,0.3,-1.5
12/19/1985,0,16.7,0.4,0.4,0,8,3,1.3,-0.5
12/20/1985,0,18.5,0,0,0,8,1.5,-0.5,-2.5
12/21/1985,0,17.7,0,0,0,8,3.5,0.3,-3
12/22/1985,0,16.7,0,0,0,8,3.5,1.3,-1
12/23/1985,0,16.7,0,0,0,6,4.5,1.3,-2
12/24/1985,0,24.3,0,0,0,6,-3.5,-6.3,-9
12/25/1985,0,27.5,0,0,0,6,-6,-9.5,-13
12/26/1985,0,29.5,0,0,0,6,-9,-11.5,-14
12/27/1985,0,28.8,0,0,0,6,-9.5,-10.8,-12
12/28/1985,0,30,0.8,0,0.8,6,-10,-12,-14
12/29/1985,0,28.3,1.2,0,1.2,7,-6.5,-10.3,-14
12/30/1985,0,24.8,0,0,0,8,-0.5,-6.8,-13
12/31/1985,0,21.5,4.2,0,4.2,8,-1,-3.5,-6
1/1/1986,0,20.5,1,0,1,14,0,-2.5,-5
1/2/1986,0,29.5,0,0,0,14,-7,-11.5,-16
1/3/1986,0,32.3,0,0,0,14,-11.5,-14.3,-17
1/4/1986,0,35,0,0,0,14,-13,-17,-21
1/5/1986,0,29.8,9.4,0,9.4,14,-4,-11.8,-19.5
1/6/1986,0,21.3,0,0,0,22,4.5,-3.3,-11
1/7/1986,0,19.5,4.8,3.2,1.6,22,5,-1.5,-8
1/8/1986,0,15.2,0.2,0.2,0,18,5.5,2.8,0
1/9/1986,0,14.7,0,0,0,18,8.5,3.3,-2
1/10/1986,0,9.7,1.2,1.2,0,8,10.5,8.3,6
1/11/1986,0,15,0,0,0,4,6,3,0
1/12/1986,0,15,0,0,0,2,7.5,3,-1.5
1/13/1986,0,14.2,0,0,0,2,9.5,3.8,-2
1/14/1986,0,15.2,0,0,0,2,5,2.8,0.5
1/15/1986,0,17.7,0.6,0,0.6,2,3.5,0.3,-3
1/16/1986,0,17.5,2.6,0,2.6,2,6,0.5,-5
1/17/1986,0,17,3,0,3,5,4,1,-2
1/18/1986,0,16,4,4,0,8,6.5,2,-2.5
1/19/1986,0,15.2,0,0,0,6,5,2.8,0.5
1/20/1986,0,21.8,0,0,0,4,0,-3.8,-7.5
1/21/1986,0,21.8,0.4,0,0.4,4,1,-3.8,-8.5
1/22/1986,0,19,0,0,0,4,3,-1,-5
1/23/1986,0,19.5,0.4,0.4,0,4,3,-1.5,-6
1/24/1986,0,19.8,0,0,0,4,1.5,-1.8,-5
1/25/1986,0,16.2,0,0,0,4,5,1.8,-1.5
1/26/1986,0,15.2,3.8,0,3.8,4,6,2.8,-0.5
1/27/1986,0,17.2,2.8,1.2,1.6,8,1.5,0.8,0
1/28/1986,0,17,0,0,0,10,2.5,1,-0.5
1/29/1986,0,19.8,0,0,0,10,-1,-1.8,-2.5
1/30/1986,0,23,2,0,2,10,-3,-5,-7
1/31/1986,0,19.8,0,0,0,12,0.5,-1.8,-4
2/1/1986,0,17.5,1.6,1.6,0,12,3.5,0.5,-2.5
2/2/1986,0,20.8,0,0,0,11,-0.5,-2.8,-5
2/3/1986,0,22.5,0,0,0,10,-3.5,-4.5,-5.5
2/4/1986,0,21.8,2,0,2,10,-1.5,-3.8,-6
2/5/1986,0,18.8,0,0,0,12,2.5,-0.8,-4
2/6/1986,0,25.8,0,0,0,12,-1.5,-7.8,-14
2/7/1986,0,26.8,0,0,0,11,-5.5,-8.8,-12
2/8/1986,0,24.5,0,0,0,11,-5.5,-6.5,-7.5
2/9/1986,0,24.3,0,0,0,11,-4.5,-6.3,-8
2/10/1986,0,21.8,0,0,0,11,0.5,-3.8,-8
2/11/1986,0,22.5,0,0,0,11,1.5,-4.5,-10.5
2/12/1986,0,25,0,0,0,11,-1,-7,-13
2/13/1986,0,28.3,0,0,0,11,-4.5,-10.3,-16
2/14/1986,0,31.8,0,0,0,11,-8,-13.8,-19.5
2/15/1986,0,32.5,0,0,0,11,-12,-14.5,-17
2/16/1986,0,36.8,0,0,0,11,-17.5,-18.8,-20
2/17/1986,0,40,0,0,0,11,-17.5,-22,-26.5
2/18/1986,0,38.3,0,0,0,11,-17,-20.3,-23.5
2/19/1986,0,42.8,1.2,0,1.2,11,-18.5,-24.8,-31
2/20/1986,0,36,0.6,0,0.6,12,-14.5,-18,-21.5
2/21/1986,0,36,1,0,1,13,-10,-18,-26
2/22/1986,0,29.8,9.2,0,9.2,14,-6,-11.8,-17.5
2/23/1986,0,19.5,3.8,0,3.8,23,6.5,-1.5,-9.5
2/24/1986,0,11.7,1.6,1.6,0,20,10,6.3,2.5
2/25/1986,0,15.5,3.6,3.6,0,9,5.5,2.5,-0.5
2/26/1986,0,14.5,0,0,0,7,10,3.5,-3
2/27/1986,0,12.5,0,0,0,6,14,5.5,-3
2/28/1986,0,13,0,0,0,4,11.5,5,-1.5
3/1/1986,0,17.2,0.2,0.2,0,4,6.5,0.8,-5
3/2/1986,0,16.5,0,0,0,4,7,1.5,-4
3/3/1986,0,11.5,2.8,2.8,0,4,12,6.5,1
3/4/1986,0,12,0,0,0,2,10.5,6,1.5
3/5/1986,0,14.7,5.2,2.6,2.6,2,6.5,3.3,0
3/6/1986,0,22,0.6,0,0.6,,-0.5,-4,-7.5
3/7/1986,0,18.8,16.6,13,3.6,,2,-0.8,-3.5
3/8/1986,0,17.7,0,0,0,4,4,0.3,-3.5
3/9/1986,0,15.5,0,0,0,4,10,2.5,-5
3/10/1986,0,16.2,0,0,0,4,10.5,1.8,-7
3/11/1986,0,13.7,0,0,0,4,11.5,4.3,-3
3/12/1986,0,13.7,0,0,0,2,11,4.3,-2.5
3/13/1986,0,14,0,0,0,0,11,4,-3
3/14/1986,0,15.2,0,0,0,0,10,2.8,-4.5
3/15/1986,0,15.2,0,0,0,0,10.5,2.8,-5
3/16/1986,0,16.5,0,0,0,0,9,1.5,-6
3/17/1986,0,14.7,4.2,3.7,0.5,0,10.5,3.3,-4
3/18/1986,0,12.7,0,0,0,0,9,5.3,1.5
3/19/1986,0,11.7,0,0,0,0,11,6.3,1.5
3/20/1986,0,10.7,0,0,0,0,13,7.3,1.5
3/21/1986,0,11,0,0,0,0,10.5,7,3.5
3/22/1986,0,14,0,0,0,0,9.5,4,-1.5
3/23/1986,0,14.7,1.2,0,1.2,0,11.5,3.3,-5
3/24/1986,0,16.5,2.4,0,2.4,0,4,1.5,-1
3/25/1986,0,15.5,0,0,0,0,9.5,2.5,-4.5
3/26/1986,0,10.5,3.8,3.8,0,0,12,7.5,3
3/27/1986,0,11.2,0.4,0.4,0,0,11.5,6.8,2
3/28/1986,0,13.2,0,0,0,0,9.5,4.8,0
3/29/1986,0,15.7,1,1,0,0,5.5,2.3,-1
3/30/1986,0,14.5,0.4,0.4,0,0,7.5,3.5,-0.5
3/31/1986,0,17.5,0,0,0,0,3,0.5,-2
4/1/1986,0,15,0,0,0,0,9,3,-3
4/2/1986,0,15.2,0,0,0,0,11,2.8,-5.5
4/3/1986,0,12.7,1.8,1.8,0,0,11.5,5.3,-1
4/4/1986,0,11.2,0,0,0,0,11.5,6.8,2
4/5/1986,0,13.2,0,0,0,0,11.5,4.8,-2
4/6/1986,0,10.7,0,0,0,0,14,7.3,0.5
4/7/1986,0,8,0,0,0,0,21,10,-1
4/8/1986,0,8.5,0.4,0.4,0,0,13,9.5,6
4/9/1986,0,16.5,0.6,0,0.6,0,7,1.5,-4
4/10/1986,0,17,0,0,0,0,4,1,-2
4/11/1986,0,19,0,0,0,0,5,-1,-7
4/12/1986,0,17.5,0,0,0,0,6,0.5,-5
4/13/1986,0,16.5,0,0,0,0,6,1.5,-3
4/14/1986,0,13.7,2,2,0,0,11,4.3,-2.5
4/15/1986,0,11.5,0.6,0.6,0,0,13.5,6.5,-0.5
4/16/1986,0,12.2,1.2,1.2,0,0,11,5.8,0.5
4/17/1986,0,12,0.4,0.4,0,0,11,6,1
4/18/1986,0,11.5,8,8,0,0,11,6.5,2
4/19/1986,0,12.2,9.4,9.4,0,0,8,5.8,3.5
4/20/1986,0,8,0,0,0,0,17,10,3
4/21/1986,0,12,0,0,0,0,11,6,1
4/22/1986,0,13.2,0,0,0,0,8,4.8,1.5
4/23/1986,0,15.5,0,0,0,0,7,2.5,-2
4/24/1986,0,15,0.4,0.4,0,0,10,3,-4
4/25/1986,0,12,0,0,0,0,12,6,0
4/26/1986,0,12.5,0.8,0.8,0,0,13.5,5.5,-2.5
4/27/1986,0,13.2,6.6,6.6,0,0,6.5,4.8,3
4/28/1986,0,12,0,0,0,0,10.5,6,1.5
4/29/1986,0,12.5,1,1,0,0,10.5,5.5,0.5
4/30/1986,0,13,0,0,0,0,11,5,-1
5/1/1986,0,12.2,0,0,0,0,12.5,5.8,-1
5/2/1986,0,9,0.2,0.2,0,0,13,9,5
5/3/1986,0,9.5,0.4,0.4,0,0,12,8.5,5
5/4/1986,0,9,0,0,0,0,15,9,3
5/5/1986,0,10.5,1,1,0,0,12.5,7.5,2.5
5/6/1986,0,8.7,1.2,1.2,0,0,17,9.3,1.5
5/7/1986,0,9.2,3.6,3.6,0,0,13.5,8.8,4
5/8/1986,0,9.2,0,0,0,0,15,8.8,2.5
5/9/1986,0,10.5,0,0,0,0,11,7.5,4
5/10/1986,0,13.2,0,0,0,0,12.5,4.8,-3
5/11/1986,0,12.5,0.2,0.2,0,0,11,5.5,0
5/12/1986,0,12.5,7.4,6.8,0.6,0,10,5.5,1
5/13/1986,0,12.7,0.8,0.8,0,0,10.5,5.3,0
5/14/1986,0,12.5,0,0,0,0,9,5.5,2
5/15/1986,0,12.7,0,0,0,0,13.5,5.3,-3
5/16/1986,0,13.5,4.2,4.2,0,0,11,4.5,-2
5/17/1986,0,5.7,0.2,0.2,0,0,17,12.3,7.5
5/18/1986,0,5,2.2,2.2,0,0,18,13,8
5/19/1986,0,5,14.4,14.4,0,0,19,13,7
5/20/1986,0,8,0,0,0,0,14.5,10,5.5
5/21/1986,0,8.5,0,0,0,0,13.5,9.5,5.5
5/22/1986,0,9,1.6,1.6,0,0,11.5,9,6.5
5/23/1986,0,10.2,0,0,0,0,15,7.8,0.5
5/24/1986,0,3.7,0,0,0,0,19.5,14.3,9
5/25/1986,0.5,0,0.4,0.4,0,0,22,18.5,15
5/26/1986,0,0.7,2.4,2.4,0,0,24,17.3,10.5
5/27/1986,0,4.5,0,0,0,0,22,13.5,5
5/28/1986,0,2.7,0,0,0,0,25.5,15.3,5
5/29/1986,0,1,0,0,0,0,28,17,6
5/30/1986,0,0.5,0,0,0,0,25.5,17.5,9.5
5/31/1986,0,1.2,0,0,0,0,27,16.8,6.5
6/1/1986,0,2.2,0,0,0,0,21,15.8,10.5
6/2/1986,0,6,0,0,0,0,20.5,12,3.5
6/3/1986,0,5.5,0,0,0,0,22.5,12.5,2.5
6/4/1986,0,3.7,0,0,0,0,25.5,14.3,3
6/5/1986,0,1.5,1.4,1.4,0,0,24,16.5,9
6/6/1986,0,0.2,1.6,1.6,0,0,24,17.8,11.5
6/7/1986,0,3,2.1,2.1,0,0,20,15,10
6/8/1986,0,4.2,0,0,0,0,21.5,13.8,6
6/9/1986,0,5.2,1.4,1.4,0,0,19.5,12.8,6
6/10/1986,0,6,7.8,7.8,0,0,14.5,12,9.5
6/11/1986,0,6.7,0,0,0,0,17.5,11.3,5
6/12/1986,0,6.2,0,0,0,0,21.5,11.8,2
6/13/1986,0,3.5,0,0,0,0,25.5,14.5,3.5
6/14/1986,1.3,0,20.8,20.8,0,0,27.5,19.3,11
6/15/1986,0,6,1.6,1.6,0,0,16,12,8
6/16/1986,0,5.5,1.6,1.6,0,0,19,12.5,6
6/17/1986,0,4.7,2,2,0,0,19,13.3,7.5
6/18/1986,0,5.5,1.6,1.6,0,0,18,12.5,7
6/19/1986,0,6.2,0,0,0,0,16.5,11.8,7
6/20/1986,0,6,0,0,0,0,19,12,5
6/21/1986,0,9,2,2,0,0,15,9,3
6/22/1986,0,2.5,0.6,0.6,0,0,21.5,15.5,9.5
6/23/1986,0,3.7,1.4,1.4,0,0,19.5,14.3,9
6/24/1986,0,5.5,0,0,0,0,18,12.5,7
6/25/1986,0,5.2,0,0,0,0,19,12.8,6.5
6/26/1986,0,4.7,0,0,0,0,23,13.3,3.5
6/27/1986,0,0.2,0,0,0,0,26,17.8,9.5
6/28/1986,0.5,0,0,0,0,0,29,18.5,8
6/29/1986,1.8,0,0,0,0,0,27,19.8,12.5
6/30/1986,1,0,0,0,0,0,26,19,12
7/1/1986,0,2.2,6.6,6.6,0,0,21,15.8,10.5
7/2/1986,0,5.2,2.6,2.6,0,0,17.5,12.8,8
7/3/1986,0,6,1,1,0,0,15,12,9
7/4/1986,0,7.5,2.2,2.2,0,0,16,10.5,5
7/5/1986,0,2.7,0.6,0.6,0,0,23,15.3,7.5
7/6/1986,0,1,0,0,0,0,23,17,11
7/7/1986,0,0.5,1.2,1.2,0,0,25,17.5,10
7/8/1986,0,1.5,0,0,0,0,23.5,16.5,9.5
7/9/1986,0.3,0,0,0,0,0,25,18.3,11.5
7/10/1986,0,4.2,6.8,6.8,0,0,17.5,13.8,10
7/11/1986,0,3,1.4,1.4,0,0,18,15,12
7/12/1986,0,3,0,0,0,0,20,15,10
7/13/1986,0,1.2,0,0,0,0,21.5,16.8,12
7/14/1986,0,2.5,0.2,0.2,0,0,20.5,15.5,10.5
7/15/1986,0,4.2,4.4,4.4,0,0,16,13.8,11.5
7/16/1986,0,3,0.2,0.2,0,0,22,15,8
7/17/1986,0,5.5,0.6,0.6,0,0,19,12.5,6
7/18/1986,0,0,0,0,0,0,24,18,12
7/19/1986,0,0.2,0,0,0,0,26.5,17.8,9
7/20/1986,2,0,0,0,0,0,29,20,11
7/21/1986,2,0,0,0,0,0,29.5,20,10.5
7/22/1986,0.3,0,0.2,0.2,0,0,25.5,18.3,11
7/23/1986,0.5,0,0,0,0,0,24.5,18.5,12.5
7/24/1986,0,0.5,0,0,0,0,23,17.5,12
7/25/1986,0,3.5,1.4,1.4,0,0,21.5,14.5,7.5
7/26/1986,0,2.5,0,0,0,0,22,15.5,9
7/27/1986,0,4.5,7,7,0,0,18,13.5,9
7/28/1986,0,6.5,2,2,0,0,17,11.5,6
7/29/1986,0,6,0.4,0.4,0,0,15.5,12,8.5
7/30/1986,0,1.5,0,0,0,0,23,16.5,10
7/31/1986,0,2.5,0,0,0,0,24.5,15.5,6.5
8/1/1986,0.5,0,0.2,0.2,0,0,27,18.5,10
