LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS,TOTAL_RAIN,TOTAL_PRECIPITATION,ID,LOCAL_DATE,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,MAX_TEMPERATURE,MEAN_TEMPERATURE,MIN_TEMPERATURE,PARAM,Date,Value,SYM
2013,6,7,,39,,M,5.1,,2.1,3053536.2013.6.7,6/7/2013 0:00,0,94,17.9,12.9,7.9,1,6/7/2013,260,
2013,6,8,,40,,M,7.5,,0,3053536.2013.6.8,6/8/2013 0:00,0,89,16.2,10.5,4.7,1,6/8/2013,306,
2013,6,9,,32,,M,8.7,,0.2,3053536.2013.6.9,6/9/2013 0:00,0,98,17,9.3,1.5,1,6/9/2013,258,
2013,6,10,,31,,M,7.9,,0.3,3053536.2013.6.10,6/10/2013 0:00,0,92,15.2,10.1,4.9,1,6/10/2013,216,
2013,6,11,,39,,M,7.2,,0,3053536.2013.6.11,6/11/2013 0:00,0,84,18.2,10.8,3.3,1,6/11/2013,184,
2013,6,12,,24,,M,6.9,,1.7,3053536.2013.6.12,6/12/2013 0:00,0,98,17.9,11.1,4.3,1,6/12/2013,191,
2013,6,13,,42,,M,10.4,,0,3053536.2013.6.13,6/13/2013 0:00,0,96,16.2,7.6,-1,1,6/13/2013,194,
2013,6,14,,39,,M,4.5,,0.7,3053536.2013.6.14,6/14/2013 0:00,0,95,19.2,13.5,7.8,1,6/14/2013,180,
2013,6,15,,40,,M,5.3,,0.8,3053536.2013.6.15,6/15/2013 0:00,0,95,18.6,12.7,6.8,1,6/15/2013,178,
2013,6,16,,29,,M,4.9,,0,3053536.2013.6.16,6/16/2013 0:00,0,91,21.1,13.1,5,1,6/16/2013,193,
2013,6,17,,25,,M,4.3,,0,3053536.2013.6.17,6/17/2013 0:00,0,92,23,13.7,4.4,1,6/17/2013,200,
2013,6,18,,46,,M,5.4,,2.3,3053536.2013.6.18,6/18/2013 0:00,0,95,20.3,12.6,4.8,1,6/18/2013,206,
2013,6,19,,71,,M,4.2,,0.2,3053536.2013.6.19,6/19/2013 0:00,0,84,16.2,13.8,11.4,1,6/19/2013,238,
2013,6,20,,71,,M,5.1,,9.5,3053536.2013.6.20,6/20/2013 0:00,0,89,14.5,12.9,11.2,1,6/20/2013,292,
2013,6,21,,31,,M,3.1,,0.2,3053536.2013.6.21,6/21/2013 0:00,0,84,21.2,14.9,8.5,1,6/21/2013,429,
2013,6,22,,22,,M,3.6,,0,3053536.2013.6.22,6/22/2013 0:00,0,95,23.8,14.4,4.9,1,6/22/2013,421,
2013,6,23,,35,,M,4.3,,0,3053536.2013.6.23,6/23/2013 0:00,0,94,22.6,13.7,4.7,1,6/23/2013,372,
2013,6,24,,29,,M,5.1,,0,3053536.2013.6.24,6/24/2013 0:00,0,98,22.7,12.9,3.1,1,6/24/2013,344,
2013,6,25,,31,,M,3.2,,0,3053536.2013.6.25,6/25/2013 0:00,0,90,21.1,14.8,8.5,1,6/25/2013,321,
2013,6,26,,27,,M,2,,0.2,3053536.2013.6.26,6/26/2013 0:00,0,70,21.6,16,10.3,1,6/26/2013,314,
2013,6,27,,28,,M,2.2,,0,3053536.2013.6.27,6/27/2013 0:00,0,76,21.9,15.8,9.7,1,6/27/2013,304,
2013,6,28,,24,,M,2,,0,3053536.2013.6.28,6/28/2013 0:00,0,89,26.2,16,5.8,1,6/28/2013,289,
2013,6,29,,35,,M,0.2,,0.2,3053536.2013.6.29,6/29/2013 0:00,0,82,24.4,17.8,11.1,1,6/29/2013,306,
2013,6,30,,18,,M,0.3,,0,3053536.2013.6.30,6/30/2013 0:00,0,98,30.2,17.7,5.2,1,6/30/2013,329,
2013,7,1,,14,,M,0,,0,3053536.2013.7.1,7/1/2013 0:00,2.2,90,33.8,20.2,6.5,1,7/1/2013,333,
2013,7,2,,22,,M,0,,12,3053536.2013.7.2,7/2/2013 0:00,3.9,97,31.7,21.9,12,1,7/2/2013,373,
2013,7,3,,19,,M,0,,0.6,3053536.2013.7.3,7/3/2013 0:00,0.8,98,25.7,18.8,11.9,1,7/3/2013,486,A
2013,7,4,M,,,M,,,1.3,3053536.2013.7.4,7/4/2013 0:00,,,,,4.3,1,7/4/2013,461,
2013,7,5,,28,,M,6.4,,0.2,3053536.2013.7.5,7/5/2013 0:00,0,99,21.3,11.6,1.9,1,7/5/2013,364,
2013,7,6,,45,,M,6.2,,1.7,3053536.2013.7.6,7/6/2013 0:00,0,98,17.8,11.8,5.7,1,7/6/2013,306,
2013,7,7,,24,,M,4.5,,0,3053536.2013.7.7,7/7/2013 0:00,0,99,22.7,13.5,4.2,1,7/7/2013,261,
2013,7,8,,24,,M,3.7,,0,3053536.2013.7.8,7/8/2013 0:00,0,96,24.9,14.3,3.7,1,7/8/2013,235,
2013,7,9,,27,,M,2.7,,0.4,3053536.2013.7.9,7/9/2013 0:00,0,95,25.8,15.3,4.8,1,7/9/2013,220,
2013,7,10,,17,,M,0,,0,3053536.2013.7.10,7/10/2013 0:00,0,96,27.4,18,8.6,1,7/10/2013,236,
2013,7,11,,43,,M,7.5,,3.1,3053536.2013.7.11,7/11/2013 0:00,0,95,14.3,10.5,6.7,1,7/11/2013,266,
2013,7,12,,27,,M,6.9,,0.2,3053536.2013.7.12,7/12/2013 0:00,0,87,18.2,11.1,3.9,1,7/12/2013,237,
2013,7,13,,40,,M,10.5,,0.2,3053536.2013.7.13,7/13/2013 0:00,0,97,16,7.5,-1.1,1,7/13/2013,191,
2013,7,14,,53,,M,9.5,,0.8,3053536.2013.7.14,7/14/2013 0:00,0,99,15.4,8.5,1.5,1,7/14/2013,167,
2013,7,15,,27,,M,4.6,,0.8,3053536.2013.7.15,7/15/2013 0:00,0,91,20.3,13.4,6.5,1,7/15/2013,173,
2013,7,16,,20,,M,5.5,,0,3053536.2013.7.16,7/16/2013 0:00,0,99,25.4,12.5,-0.5,1,7/16/2013,168,
2013,7,17,,17,,M,2.3,,0,3053536.2013.7.17,7/17/2013 0:00,0,94,27.9,15.7,3.5,1,7/17/2013,167,
2013,7,18,,26,,M,0,,0,3053536.2013.7.18,7/18/2013 0:00,2,89,27.5,20,12.5,1,7/18/2013,182,
2013,7,19,,22,,M,0.3,,0.2,3053536.2013.7.19,7/19/2013 0:00,0,98,27.7,17.7,7.7,1,7/19/2013,220,
2013,7,20,,20,,M,0.2,,0,3053536.2013.7.20,7/20/2013 0:00,0,93,29.6,17.8,5.9,1,7/20/2013,238,
2013,7,21,,17,,M,0,,0,3053536.2013.7.21,7/21/2013 0:00,0.9,90,29.3,18.9,8.5,1,7/21/2013,245,
2013,7,22,,21,,M,0.7,,0,3053536.2013.7.22,7/22/2013 0:00,0,88,28,17.3,6.6,1,7/22/2013,253,
2013,7,23,,15,,M,0,,0,3053536.2013.7.23,7/23/2013 0:00,0.2,91,29,18.2,7.4,1,7/23/2013,243,
2013,7,24,,24,,M,0,,0,3053536.2013.7.24,7/24/2013 0:00,1.4,81,29,19.4,9.8,1,7/24/2013,231,
2013,7,25,,34,,M,0,,0,3053536.2013.7.25,7/25/2013 0:00,1.4,88,28,19.4,10.8,1,7/25/2013,229,
2013,7,26,,15,,M,0,,1.1,3053536.2013.7.26,7/26/2013 0:00,1.2,93,30,19.2,8.4,1,7/26/2013,236,
2013,7,27,,31,,M,3.5,,7.4,3053536.2013.7.27,7/27/2013 0:00,0,98,19.9,14.5,9,1,7/27/2013,248,
2013,7,28,,39,,M,8.3,,0,3053536.2013.7.28,7/28/2013 0:00,0,97,16.5,9.7,2.9,1,7/28/2013,217,
2013,7,29,,26,,M,6.7,,2,3053536.2013.7.29,7/29/2013 0:00,0,96,20.9,11.3,1.6,1,7/29/2013,188,
2013,7,30,,25,,M,3.4,,0,3053536.2013.7.30,7/30/2013 0:00,0,99,23.9,14.6,5.2,1,7/30/2013,169,
2013,7,31,,21,,M,3.1,,0.2,3053536.2013.7.31,7/31/2013 0:00,0,98,27.4,14.9,2.4,1,7/31/2013,165,
2013,8,1,,33,,M,1,,0,3053536.2013.8.1,8/1/2013 0:00,0,94,26.7,17,7.3,1,8/1/2013,172,
2013,8,2,,27,,M,1.9,,0,3053536.2013.8.2,8/2/2013 0:00,0,98,27.6,16.1,4.6,1,8/2/2013,184,
2013,8,3,,27,,M,1.1,,2.5,3053536.2013.8.3,8/3/2013 0:00,0,97,28.4,16.9,5.3,1,8/3/2013,195,
2013,8,4,,53,,M,2.9,,2.2,3053536.2013.8.4,8/4/2013 0:00,0,98,22.2,15.1,8,1,8/4/2013,213,
2013,8,5,,25,,M,1.9,,0,3053536.2013.8.5,8/5/2013 0:00,0,99,26.4,16.1,5.7,1,8/5/2013,201,
2013,8,6,,33,,M,2.9,,6.1,3053536.2013.8.6,8/6/2013 0:00,0,97,24.5,15.1,5.7,1,8/6/2013,197,
2013,8,7,,54,,M,3.2,,0.5,3053536.2013.8.7,8/7/2013 0:00,0,97,20.3,14.8,9.2,1,8/7/2013,208,
2013,8,8,,57,,M,2.8,,1.1,3053536.2013.8.8,8/8/2013 0:00,0,97,20.8,15.2,9.5,1,8/8/2013,203,
2013,8,9,,30,,M,0,,0,3053536.2013.8.9,8/9/2013 0:00,0.2,98,26.5,18.2,9.8,1,8/9/2013,206,
2013,8,10,,18,,M,0,,0.4,3053536.2013.8.10,8/10/2013 0:00,0.3,98,30.6,18.3,6,1,8/10/2013,208,
2013,8,11,,29,,M,0,,0.2,3053536.2013.8.11,8/11/2013 0:00,0.3,94,26.8,18.3,9.8,1,8/11/2013,217,
2013,8,12,,34,,M,0.9,,0,3053536.2013.8.12,8/12/2013 0:00,0,98,27.1,17.1,7,1,8/12/2013,231,
2013,8,13,,18,,M,0.6,,0.2,3053536.2013.8.13,8/13/2013 0:00,0,98,28.9,17.4,5.8,1,8/13/2013,228,
2013,8,14,,16,,M,0.6,,0,3053536.2013.8.14,8/14/2013 0:00,0,96,29.5,17.4,5.3,1,8/14/2013,222,
2013,8,15,,23,,M,0,,0,3053536.2013.8.15,8/15/2013 0:00,1.3,84,27.7,19.3,10.9,1,8/15/2013,221,
2013,8,16,,38,,M,0.7,,0.9,3053536.2013.8.16,8/16/2013 0:00,0,92,22.7,17.3,11.8,1,8/16/2013,222,
2013,8,17,,45,,M,2.2,,1.6,3053536.2013.8.17,8/17/2013 0:00,0,97,22,15.8,9.6,1,8/17/2013,245,
2013,8,18,,46,,M,4.8,,5.1,3053536.2013.8.18,8/18/2013 0:00,0,99,19.1,13.2,7.2,1,8/18/2013,254,
2013,8,19,,46,,M,6.4,,3.8,3053536.2013.8.19,8/19/2013 0:00,0,98,17.4,11.6,5.7,1,8/19/2013,256,
2013,8,20,,24,,M,6.5,,0,3053536.2013.8.20,8/20/2013 0:00,0,94,18.1,11.5,4.8,1,8/20/2013,239,
2013,8,21,,18,,M,7.3,,0,3053536.2013.8.21,8/21/2013 0:00,0,99,23.1,10.7,-1.8,1,8/21/2013,186,
2013,8,22,,15,,M,3.2,,0,3053536.2013.8.22,8/22/2013 0:00,0,94,28.5,14.8,1.1,1,8/22/2013,164,
2013,8,23,,27,,M,4.8,,0.8,3053536.2013.8.23,8/23/2013 0:00,0,97,23.8,13.2,2.5,1,8/23/2013,165,
2013,8,24,,28,,M,3.4,,0.2,3053536.2013.8.24,8/24/2013 0:00,0,99,23.6,14.6,5.6,1,8/24/2013,159,
2013,8,25,,21,,M,2.6,,1.2,3053536.2013.8.25,8/25/2013 0:00,0,97,23.6,15.4,7.2,1,8/25/2013,174,
2013,8,26,,69,,M,7.8,,4.5,3053536.2013.8.26,8/26/2013 0:00,0,97,16.3,10.2,4.1,1,8/26/2013,178,
2013,8,27,,35,,M,6.1,,1.4,3053536.2013.8.27,8/27/2013 0:00,0,99,19.4,11.9,4.3,1,8/27/2013,194,
2013,8,28,,65,,M,7.3,,0.4,3053536.2013.8.28,8/28/2013 0:00,0,96,16.7,10.7,4.7,1,8/28/2013,181,
2013,8,29,,76,,M,8.2,,1.2,3053536.2013.8.29,8/29/2013 0:00,0,99,15.3,9.8,4.3,1,8/29/2013,179,
2013,8,30,,31,,M,3.2,,0.2,3053536.2013.8.30,8/30/2013 0:00,0,98,20,14.8,9.6,1,8/30/2013,194,
2013,8,31,,28,,M,4.1,,0,3053536.2013.8.31,8/31/2013 0:00,0,96,23.9,13.9,3.8,1,8/31/2013,183,
2013,9,1,,18,,M,3.5,,0,3053536.2013.9.1,9/1/2013 0:00,0,100,27.8,14.5,1.1,1,9/1/2013,164,
2013,9,2,,19,,M,0.8,,0,3053536.2013.9.2,9/2/2013 0:00,0,95,30.2,17.2,4.1,1,9/2/2013,165,
2013,9,3,,21,,M,0.9,,0,3053536.2013.9.3,9/3/2013 0:00,0,95,29.3,17.1,4.9,1,9/3/2013,172,
2013,9,4,,15,,M,0,,0,3053536.2013.9.4,9/4/2013 0:00,0,90,28,18,7.9,1,9/4/2013,179,
2013,9,5,,17,,M,1,,0,3053536.2013.9.5,9/5/2013 0:00,0,93,28.7,17,5.2,1,9/5/2013,185,
2013,9,6,,41,,M,1.7,,2.3,3053536.2013.9.6,9/6/2013 0:00,0,96,20.5,16.3,12.1,1,9/6/2013,199,
2013,9,7,,44,,M,1.6,,0,3053536.2013.9.7,9/7/2013 0:00,0,92,22.6,16.4,10.1,1,9/7/2013,203,
2013,9,8,,31,,M,0,,0,3053536.2013.9.8,9/8/2013 0:00,0.7,92,26,18.7,11.3,1,9/8/2013,190,
2013,9,9,,19,,M,2.3,,0,3053536.2013.9.9,9/9/2013 0:00,0,96,25,15.7,6.4,1,9/9/2013,194,
2013,9,10,,18,,M,3.6,,0.2,3053536.2013.9.10,9/10/2013 0:00,0,91,26.5,14.4,2.3,1,9/10/2013,175,
2013,9,11,,15,,M,2,,0,3053536.2013.9.11,9/11/2013 0:00,0,95,30.2,16,1.8,1,9/11/2013,156,
2013,9,12,,15,,M,0,,0,3053536.2013.9.12,9/12/2013 0:00,0,97,32.8,18,3.1,1,9/12/2013,161,
2013,9,13,,14,,M,0,,,3053536.2013.9.13,9/13/2013 0:00,0,95,31,18,4.9,1,9/13/2013,170,
2013,9,14,,30,,M,1.1,,0,3053536.2013.9.14,9/14/2013 0:00,0,87,26.6,16.9,7.2,1,9/14/2013,169,
2013,9,15,,17,,M,0.6,,0,3053536.2013.9.15,9/15/2013 0:00,0,97,30.5,17.4,4.3,1,9/15/2013,172,
2013,9,16,,32,,M,3.3,,0,3053536.2013.9.16,9/16/2013 0:00,0,84,21.5,14.7,7.9,1,9/16/2013,179,
2013,9,17,,24,,M,5.1,,0,3053536.2013.9.17,9/17/2013 0:00,0,76,19.8,12.9,6,1,9/17/2013,171,
2013,9,18,,27,,M,8.7,,0,3053536.2013.9.18,9/18/2013 0:00,0,83,17.2,9.3,1.4,1,9/18/2013,134,
2013,9,19,,23,,M,9.3,,0,3053536.2013.9.19,9/19/2013 0:00,0,99,20.1,8.7,-2.7,1,9/19/2013,113,
2013,9,20,,17,,M,6.9,,0,3053536.2013.9.20,9/20/2013 0:00,0,99,23.8,11.1,-1.7,1,9/20/2013,98.7,
2013,9,21,,46,,M,9.9,,0,3053536.2013.9.21,9/21/2013 0:00,0,92,15.5,8.1,0.6,1,9/21/2013,94.7,
2013,9,22,,42,,M,10,,0.2,3053536.2013.9.22,9/22/2013 0:00,0,98,14.6,8,1.3,1,9/22/2013,92.4,
2013,9,23,,37,,M,10,,0.6,3053536.2013.9.23,9/23/2013 0:00,0,95,14.5,8,1.5,1,9/23/2013,83.7,
2013,9,24,,32,,M,13.6,,0,3053536.2013.9.24,9/24/2013 0:00,0,100,12.5,4.4,-3.8,1,9/24/2013,79.4,
2013,9,25,,34,,M,15.4,,0,3053536.2013.9.25,9/25/2013 0:00,0,100,11.6,2.6,-6.4,1,9/25/2013,70.7,
2013,9,26,,21,,M,13,,0,3053536.2013.9.26,9/26/2013 0:00,0,99,14.4,5,-4.4,1,9/26/2013,63.9,
2013,9,27,,43,,M,15.4,,0,3053536.2013.9.27,9/27/2013 0:00,0,94,10.2,2.6,-5.1,1,9/27/2013,59.1,
2013,9,28,,29,,M,10.3,,0,3053536.2013.9.28,9/28/2013 0:00,0,88,15.3,7.7,0.1,1,9/28/2013,55.6,
2013,9,29,,52,,M,12,,5.5,3053536.2013.9.29,9/29/2013 0:00,0,99,10.9,6,1.1,1,9/29/2013,59.4,
2013,9,30,E,,,M,11.6,,2.3,3053536.2013.9.30,9/30/2013 0:00,0,,11.1,6.4,1.7,1,9/30/2013,60.4,
2013,10,1,,,,M,13.9,,1.6,3053536.2013.10.1,10/1/2013 0:00,0,,8.5,4.1,-0.4,1,10/1/2013,55.5,
2013,10,2,,35,,M,14.3,,0,3053536.2013.10.2,10/2/2013 0:00,0,95,10.1,3.7,-2.8,1,10/2/2013,51.2,
2013,10,3,,28,,M,13.7,,0.8,3053536.2013.10.3,10/3/2013 0:00,0,99,11.9,4.3,-3.3,1,10/3/2013,47.6,
2013,10,4,,21,,M,14,,0.2,3053536.2013.10.4,10/4/2013 0:00,0,99,14.4,4,-6.4,1,10/4/2013,44.9,
2013,10,5,,55,,M,10.1,,0,3053536.2013.10.5,10/5/2013 0:00,0,86,11,7.9,4.7,1,10/5/2013,43.5,
2013,10,6,,64,,M,8.4,,2.5,3053536.2013.10.6,10/6/2013 0:00,0,97,14.7,9.6,4.4,1,10/6/2013,46,
2013,10,7,,37,,M,9.1,,0.2,3053536.2013.10.7,10/7/2013 0:00,0,96,14.2,8.9,3.5,1,10/7/2013,55.8,
2013,10,8,,50,,M,13.2,,0.8,3053536.2013.10.8,10/8/2013 0:00,0,97,8.8,4.8,0.8,1,10/8/2013,54.2,
2013,10,9,,32,,M,14.3,,0,3053536.2013.10.9,10/9/2013 0:00,0,96,10.5,3.7,-3.1,1,10/9/2013,50.2,
2013,10,10,,26,,M,12.4,,0,3053536.2013.10.10,10/10/2013 0:00,0,75,10.9,5.6,0.2,1,10/10/2013,46.4,
2013,10,11,,30,,M,14.5,,0,3053536.2013.10.11,10/11/2013 0:00,0,81,8.7,3.5,-1.7,1,10/11/2013,44,
2013,10,12,,31,,M,15.4,,0,3053536.2013.10.12,10/12/2013 0:00,0,87,9,2.6,-3.8,1,10/12/2013,41.4,
2013,10,13,,29,,M,14.1,,0,3053536.2013.10.13,10/13/2013 0:00,0,88,10.7,3.9,-2.9,1,10/13/2013,39.8,
2013,10,14,,28,,M,13.6,,0,3053536.2013.10.14,10/14/2013 0:00,0,93,13.8,4.4,-5.1,1,10/14/2013,37.9,
2013,10,15,,54,,M,15.5,,3,3053536.2013.10.15,10/15/2013 0:00,0,97,8.9,2.5,-3.9,1,10/15/2013,37.1,
2013,10,16,,40,,M,14,,0.4,3053536.2013.10.16,10/16/2013 0:00,0,100,10.9,4,-2.9,1,10/16/2013,38,
2013,10,17,,29,,M,14.1,,0.2,3053536.2013.10.17,10/17/2013 0:00,0,99,12.3,3.9,-4.5,1,10/17/2013,36.5,
2013,10,18,,31,,M,13.7,,0,3053536.2013.10.18,10/18/2013 0:00,0,99,14,4.3,-5.5,1,10/18/2013,34.7,
2013,10,19,,34,,M,10.1,,0,3053536.2013.10.19,10/19/2013 0:00,0,82,15.2,7.9,0.6,1,10/19/2013,34.3,
2013,10,20,,32,,M,8.7,,0,3053536.2013.10.20,10/20/2013 0:00,0,81,16.8,9.3,1.8,1,10/20/2013,33.5,
2013,10,21,,29,,M,9.2,,0,3053536.2013.10.21,10/21/2013 0:00,0,96,18.8,8.8,-1.3,1,10/21/2013,32.9,
2013,10,22,,50,,M,8.9,,0,3053536.2013.10.22,10/22/2013 0:00,0,77,13.1,9.1,5.1,1,10/22/2013,32.5,
2013,10,23,,39,,M,10.7,,0,3053536.2013.10.23,10/23/2013 0:00,0,99,15.8,7.3,-1.3,1,10/23/2013,32.2,
2013,10,24,,25,,M,9.1,,0,3053536.2013.10.24,10/24/2013 0:00,0,100,20.2,8.9,-2.4,1,10/24/2013,32.2,
2013,10,25,,29,,M,12.1,,0,3053536.2013.10.25,10/25/2013 0:00,0,99,16.2,5.9,-4.4,1,10/25/2013,32.2,
2013,10,26,,54,,M,15.3,,2.6,3053536.2013.10.26,10/26/2013 0:00,0,96,9.4,2.7,-4.1,1,10/26/2013,31.8,
2013,10,27,,67,,M,17.4,,4.2,3053536.2013.10.27,10/27/2013 0:00,0,98,5.1,0.6,-3.9,1,10/27/2013,31.5,B
2013,10,28,,39,,M,21.9,,0.2,3053536.2013.10.28,10/28/2013 0:00,0,96,2.5,-3.9,-10.3,1,10/28/2013,28.4,B
2013,10,29,,28,,M,18.7,,0,3053536.2013.10.29,10/29/2013 0:00,0,98,8.8,-0.7,-10.2,1,10/29/2013,26.4,B
2013,10,30,,34,,M,15.7,,0,3053536.2013.10.30,10/30/2013 0:00,0,96,10.2,2.3,-5.7,1,10/30/2013,27.9,B
2013,10,31,,37,,M,11.8,,0,3053536.2013.10.31,10/31/2013 0:00,0,72,10.2,6.2,2.1,1,10/31/2013,30.4,B
2013,11,1,,38,,M,14,,0,3053536.2013.11.1,11/1/2013 0:00,0,86,8.3,4,-0.4,1,11/1/2013,30.1,B
2013,11,2,,80,,M,18.3,,0.4,3053536.2013.11.2,11/2/2013 0:00,0,91,1,-0.3,-1.5,1,11/2/2013,29.6,B
2013,11,3,,50,,M,19.7,,0.2,3053536.2013.11.3,11/3/2013 0:00,0,87,0.5,-1.7,-3.9,1,11/3/2013,29,B
2013,11,4,,42,,M,24.4,,0,3053536.2013.11.4,11/4/2013 0:00,0,96,0.1,-6.4,-12.9,1,11/4/2013,25.9,B
2013,11,5,,50,,M,23,,0,3053536.2013.11.5,11/5/2013 0:00,0,92,2,-5,-12,1,11/5/2013,21.5,B
2013,11,6,,54,,M,20.2,,0,3053536.2013.11.6,11/6/2013 0:00,0,88,2.7,-2.2,-7.1,1,11/6/2013,21.7,B
2013,11,7,,86,,M,20.6,,0.9,3053536.2013.11.7,11/7/2013 0:00,0,98,0.2,-2.6,-5.4,1,11/7/2013,22.4,B
2013,11,8,,66,,M,18.5,,0.2,3053536.2013.11.8,11/8/2013 0:00,0,98,2.4,-0.5,-3.4,1,11/8/2013,22.6,B
2013,11,9,,65,,M,20.3,,0.2,3053536.2013.11.9,11/9/2013 0:00,0,95,2.5,-2.3,-7.1,1,11/9/2013,21.1,B
2013,11,10,,54,,M,23,,0,3053536.2013.11.10,11/10/2013 0:00,0,97,1.1,-5,-11,1,11/10/2013,18.9,B
2013,11,11,,47,,M,25.3,,0,3053536.2013.11.11,11/11/2013 0:00,0,95,1.1,-7.3,-15.6,1,11/11/2013,17.5,B
2013,11,12,,53,,M,19,,0,3053536.2013.11.12,11/12/2013 0:00,0,98,9,-1,-10.9,1,11/12/2013,18.8,B
2013,11,13,,35,,M,12.6,,0,3053536.2013.11.13,11/13/2013 0:00,0,86,11,5.4,-0.3,1,11/13/2013,23.5,B
2013,11,14,,44,,M,16.1,,0.4,3053536.2013.11.14,11/14/2013 0:00,0,99,5,1.9,-1.2,1,11/14/2013,21,B
2013,11,15,,49,,M,17.3,,0,3053536.2013.11.15,11/15/2013 0:00,0,84,3.5,0.7,-2.1,1,11/15/2013,18.1,B
2013,11,16,,61,,M,23.8,,0.7,3053536.2013.11.16,11/16/2013 0:00,0,94,-0.8,-5.8,-10.7,1,11/16/2013,15.8,B
2013,11,17,,59,,M,28,,1.7,3053536.2013.11.17,11/17/2013 0:00,0,92,-5.3,-10,-14.7,1,11/17/2013,12.2,B
2013,11,18,,86,,M,30.6,,5.2,3053536.2013.11.18,11/18/2013 0:00,0,91,-11.4,-12.6,-13.7,1,11/18/2013,10.7,B
2013,11,19,,64,,M,36.1,,0.8,3053536.2013.11.19,11/19/2013 0:00,0,87,-13.3,-18.1,-22.8,1,11/19/2013,11.6,B
2013,11,20,,58,,M,38.7,,0.2,3053536.2013.11.20,11/20/2013 0:00,0,91,-12.2,-20.7,-29.2,1,11/20/2013,15.6,B
2013,11,21,,70,,M,29.4,,0,3053536.2013.11.21,11/21/2013 0:00,0,94,-3.4,-11.4,-19.3,1,11/21/2013,21.1,B
2013,11,22,,53,,M,22.2,,0,3053536.2013.11.22,11/22/2013 0:00,0,90,-0.2,-4.2,-8.2,1,11/22/2013,26.3,B
2013,11,23,,64,,M,22.1,,0,3053536.2013.11.23,11/23/2013 0:00,0,92,2,-4.1,-10.1,1,11/23/2013,29.5,B
2013,11,24,,57,,M,20,,0,3053536.2013.11.24,11/24/2013 0:00,0,93,2.3,-2,-6.3,1,11/24/2013,30.5,B
2013,11,25,,71,,M,20.5,,0,3053536.2013.11.25,11/25/2013 0:00,0,95,1.4,-2.5,-6.4,1,11/25/2013,30.5,B
2013,11,26,,72,,M,21.5,,0,3053536.2013.11.26,11/26/2013 0:00,0,100,1.3,-3.5,-8.3,1,11/26/2013,31.9,B
2013,11,27,,65,,M,25.1,,0,3053536.2013.11.27,11/27/2013 0:00,0,100,-0.9,-7.1,-13.2,1,11/27/2013,29.2,B
2013,11,28,,66,,M,21.3,,0,3053536.2013.11.28,11/28/2013 0:00,0,97,4.9,-3.3,-11.4,1,11/28/2013,30.5,B
2013,11,29,,77,,M,17.5,,0,3053536.2013.11.29,11/29/2013 0:00,0,94,2.9,0.5,-2,1,11/29/2013,35.7,B
2013,11,30,,72,,M,17.7,,0,3053536.2013.11.30,11/30/2013 0:00,0,96,3.2,0.3,-2.6,1,11/30/2013,32.9,B
2013,12,1,,66,,M,22.6,,1.4,3053536.2013.12.1,12/1/2013 0:00,0,99,1.4,-4.6,-10.5,1,12/1/2013,31.4,B
2013,12,2,,53,,M,30.9,,0.4,3053536.2013.12.2,12/2/2013 0:00,0,76,-10.4,-12.9,-15.4,1,12/2/2013,25.1,B
2013,12,3,,64,,M,35.2,,0.2,3053536.2013.12.3,12/3/2013 0:00,0,90,-11.3,-17.2,-23.1,1,12/3/2013,15.7,B
2013,12,4,,53,,M,41.6,,0.2,3053536.2013.12.4,12/4/2013 0:00,0,84,-15.6,-23.6,-31.6,1,12/4/2013,10.9,B
2013,12,5,,63,,M,44.6,,0,3053536.2013.12.5,12/5/2013 0:00,0,78,-19.1,-26.6,-34,1,12/5/2013,10.2,B
2013,12,6,,47,,M,45.4,,0,3053536.2013.12.6,12/6/2013 0:00,0,79,-20.9,-27.4,-33.9,1,12/6/2013,11.3,B
2013,12,7,,55,,M,44.5,,0,3053536.2013.12.7,12/7/2013 0:00,0,74,-17.7,-26.5,-35.3,1,12/7/2013,12.6,B
2013,12,8,,75,,M,34.9,,2.8,3053536.2013.12.8,12/8/2013 0:00,0,90,-13.3,-16.9,-20.5,1,12/8/2013,13.5,B
2013,12,9,,69,,M,28.6,,1.1,3053536.2013.12.9,12/9/2013 0:00,0,89,-7.8,-10.6,-13.4,1,12/9/2013,14.2,B
2013,12,10,,,,M,27.8,,1.4,3053536.2013.12.10,12/10/2013 0:00,0,,-7.7,-9.8,-11.8,1,12/10/2013,14.5,B
2013,12,11,,,,M,23.9,,0,3053536.2013.12.11,12/11/2013 0:00,0,,-1.4,-5.9,-10.3,1,12/11/2013,14.7,B
2013,12,12,,,,M,25,,0,3053536.2013.12.12,12/12/2013 0:00,0,,-1,-7,-12.9,1,12/12/2013,14.9,B
2013,12,13,,,,M,23.1,,0,3053536.2013.12.13,12/13/2013 0:00,0,,1,-5.1,-11.2,1,12/13/2013,15.4,B
2013,12,14,,,,M,16.1,,0,3053536.2013.12.14,12/14/2013 0:00,0,,5.5,1.9,-1.7,1,12/14/2013,16,B
