LOCAL_DATE,DIRECTION_MAX_GUST,SPEED_MAX_GUST,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION,TOTAL_RAIN,TOTAL_SNOW,SNOW_ON_GROUND,MAX_TEMPERATURE,MEAN_TEMPERATURE,MIN_TEMPERATURE,PARAM,Value,SYM,Year,Month,Day
10/19/2002,,,0,12,,,0,,,0,16.4,6,-4.4,1,38.2,,2002,10,19
10/20/2002,,,0,11.5,,,0,,,0,14.6,6.5,-1.7,1,37.6,,2002,10,20
10/21/2002,,,0,12.7,,,0,,,0,9.8,5.3,0.7,1,37.1,,2002,10,21
10/22/2002,,,0,16.9,,,0,,,0,9.4,1.1,-7.2,1,36.5,B,2002,10,22
10/23/2002,,,0,18.1,,,0,,,0,10.3,-0.1,-10.4,1,32.8,B,2002,10,23
10/24/2002,,,0,19.9,,,0,,,0,6.9,-1.9,-10.7,1,31,B,2002,10,24
10/25/2002,,,0,20.8,,,0,,,0,4.1,-2.8,-9.6,1,32.2,B,2002,10,25
10/26/2002,,,0,17.9,,,0,,,0,6.5,0.1,-6.4,1,31.3,B,2002,10,26
10/27/2002,,,0,20.6,,,0,,,0,2.3,-2.6,-7.4,1,29.2,B,2002,10,27
10/28/2002,,,0,20.6,,,1.5,,,0,0,-2.6,-5.2,1,26,B,2002,10,28
10/29/2002,,,0,26.8,,,0,,,1,-2.1,-8.8,-15.5,1,23,B,2002,10,29
10/30/2002,,,0,27,,,0,,,1,1.1,-9,-19,1,21,B,2002,10,30
10/31/2002,,,0,23.7,,,0,,,1,4.9,-5.7,-16.2,1,22,B,2002,10,31
11/1/2002,,,0,21.8,,,0,,,1,6.3,-3.8,-13.9,1,23,B,2002,11,1
11/2/2002,,,0,22.7,,,0,,,1,5.3,-4.7,-14.6,1,23.5,B,2002,11,2
11/3/2002,,,0,22.4,,,0,,,1,4,-4.4,-12.7,1,24.2,B,2002,11,3
11/4/2002,,,0,21,,,0,,,1,5.3,-3,-11.3,1,25.4,B,2002,11,4
11/5/2002,,,0,18.6,,,0,,,1,3.8,-0.6,-5,1,25.6,B,2002,11,5
11/6/2002,,,0,12.1,,,0,,,1,11.8,5.9,-0.1,1,26,B,2002,11,6
11/7/2002,,,0,15.9,,,0,,,1,6.9,2.1,-2.8,1,26.5,B,2002,11,7
11/8/2002,,,0,16.9,,,0,,,1,4.2,1.1,-2.1,1,26,B,2002,11,8
11/9/2002,,,0,21.7,,,0.7,,,1,-1.5,-3.7,-5.9,1,25.8,B,2002,11,9
11/10/2002,,,0,22.7,,,2.1,,,2,-0.8,-4.7,-8.5,1,25.2,,2002,11,10
11/11/2002,,,0,17.4,,,0,,,4,5,0.6,-3.9,1,24.8,,2002,11,11
11/12/2002,,,0,16.8,,,0,,,2,5.7,1.2,-3.3,1,24.2,,2002,11,12
11/13/2002,,,0,14.3,,,0,,,1,10.2,3.7,-2.8,1,23.9,,2002,11,13
11/14/2002,,,0,16.6,,,0,,,1,5.7,1.4,-2.9,1,23.3,,2002,11,14
11/15/2002,,,0,15.5,,,0,,,1,6.3,2.5,-1.4,1,22.8,,2002,11,15
11/16/2002,,,0,13,,,0.7,,,1,8.7,5,1.3,1,22.5,,2002,11,16
11/17/2002,,,0,15.7,,,0,,,1,5.2,2.3,-0.7,1,22.7,,2002,11,17
11/18/2002,,,0,12.8,,,0,,,1,6.8,5.2,3.5,1,22.2,,2002,11,18
11/19/2002,,,0,10.5,,,0,,,1,11.3,7.5,3.6,1,22,,2002,11,19
11/20/2002,,,0,9.8,,,0,,,1,15.5,8.2,0.9,1,21.5,B,2002,11,20
11/21/2002,,,0,13.2,,,0,,,1,14.2,4.8,-4.6,1,21,B,2002,11,21
11/22/2002,,,0,18.1,,,0,,,1,8.1,-0.1,-8.3,1,20.5,B,2002,11,22
11/23/2002,,,0,23.9,,,0,,,1,0.7,-5.9,-12.5,1,19,B,2002,11,23
11/24/2002,,,0,25.2,,,0,,,1,-0.3,-7.2,-14.1,1,17.5,B,2002,11,24
11/25/2002,,,0,27.2,,,0,,,1,-2.3,-9.2,-16.1,1,16,B,2002,11,25
11/26/2002,,,0,19.5,,,0,,,1,3.2,-1.5,-6.2,1,17,B,2002,11,26
11/27/2002,,,0,18.2,,,0,,,1,5.1,-0.2,-5.5,1,18,B,2002,11,27
11/28/2002,,,0,16.6,,,0,,,1,7.8,1.4,-5.1,1,17.5,B,2002,11,28
11/29/2002,,,0,21.1,,,0,,,1,1.9,-3.1,-8.1,1,17,B,2002,11,29
11/30/2002,,,0,20.9,,,0,,,1,3.8,-2.9,-9.5,1,16,B,2002,11,30
12/1/2002,,,0,19.2,,,0,,,1,5.1,-1.2,-7.4,1,15.4,B,2002,12,1
12/2/2002,,,0,20,,,0,,,1,3.8,-2,-7.8,1,14.5,B,2002,12,2
12/3/2002,,,0,28,,,0,,,1,-1.5,-10,-18.5,1,13.5,B,2002,12,3
12/4/2002,,,0,31,,,0,,,1,-5.6,-13,-20.3,1,13.2,B,2002,12,4
12/5/2002,,,0,28.1,,,0,,,1,-2,-10.1,-18.1,1,13,B,2002,12,5
12/6/2002,,,0,23.5,,,0,,,1,-0.3,-5.5,-10.7,1,13.5,B,2002,12,6
12/7/2002,,,0,25,,,0,,,1,0,-7,-13.9,1,14,B,2002,12,7
12/8/2002,,,0,23.7,,,0,,,1,-0.5,-5.7,-10.8,1,14.5,B,2002,12,8
12/9/2002,,,0,21.6,,,0,,,1,2.5,-3.6,-9.6,1,15,B,2002,12,9
12/10/2002,,,0,21.5,,,1.2,,,1,3.8,-3.5,-10.7,1,15.5,B,2002,12,10
12/11/2002,,,0,21,,,0,,,1,1.5,-3,-7.5,1,16,B,2002,12,11
12/12/2002,,,0,14.5,,,0,,,1,9.5,3.5,-2.6,1,16.8,B,2002,12,12
12/13/2002,,,0,17.1,,,0.8,,,1,5.7,0.9,-4,1,16.8,B,2002,12,13
12/14/2002,,,0,18.9,,,1.1,,,1,2.3,-0.9,-4,1,15.6,B,2002,12,14
12/15/2002,,,0,17.5,,,0.6,,,2,4.5,0.5,-3.5,1,15.8,B,2002,12,15
12/16/2002,,,0,20.1,,,0,,,2,1.7,-2.1,-5.9,1,15.5,B,2002,12,16
12/17/2002,,,0,20.7,,,1.7,,,3,3.6,-2.7,-8.9,1,15.4,B,2002,12,17
12/18/2002,,,0,27.9,,,0,,,3,-5.1,-9.9,-14.7,1,15,B,2002,12,18
12/19/2002,,,0,28.7,,,0,,,3,-2.1,-10.7,-19.2,1,15,B,2002,12,19
12/20/2002,,,0,32.7,,,0,,,2,-8.8,-14.7,-20.6,1,14.5,B,2002,12,20
12/21/2002,,,0,31.2,,,0,,,2,-6.3,-13.2,-20.1,1,14,B,2002,12,21
12/22/2002,,,0,32.7,,,0,,,3,-7,-14.7,-22.3,1,14.2,B,2002,12,22
12/23/2002,,,0,32.6,,,0,,,2,-7.1,-14.6,-22,1,14.5,B,2002,12,23
12/24/2002,,,0,33.1,,,0,,,3,-6.5,-15.1,-23.6,1,14.7,B,2002,12,24
12/25/2002,,,0,27.6,,,0,,,3,0.5,-9.6,-19.6,1,15,B,2002,12,25
12/26/2002,,,0,20.7,,,0.6,,,3,1.5,-2.7,-6.8,1,14.5,B,2002,12,26
12/27/2002,,,0,28.9,,,0,,,4,-6.1,-10.9,-15.7,1,14.6,B,2002,12,27
12/28/2002,,,0,30.2,,,0.6,,,5,-8.1,-12.2,-16.2,1,14.7,B,2002,12,28
12/29/2002,,,0,31,,,1.2,,,6,-7.2,-13,-18.7,1,14.9,B,2002,12,29
12/30/2002,,,0,29.5,,,0,,,6,-2.8,-11.5,-20.1,1,15,B,2002,12,30
12/31/2002,,,0,29.7,,,0,,,6,-4.6,-11.7,-18.8,1,15.2,B,2002,12,31
1/1/2003,,,0,27.7,,,0,,,6,-0.1,-9.7,-19.2,1,15.7,B,2003,1,1
1/2/2003,,,0,18.9,,,0,,,7,4.6,-0.9,-6.3,1,16.4,B,2003,1,2
1/3/2003,,,0,15.5,,,0.8,,,6,6.9,2.5,-2,1,16,B,2003,1,3
1/4/2003,,,0,16.3,,,0,,,6,5.3,1.7,-2,1,16.2,B,2003,1,4
1/5/2003,,,0,17.1,,,0,,,6,6.7,0.9,-4.9,1,17,B,2003,1,5
1/6/2003,,,0,15.5,,,0,,,6,9.6,2.5,-4.6,1,14.3,B,2003,1,6
1/7/2003,,,0,19.6,,,0,,,6,5.3,-1.6,-8.4,1,12,B,2003,1,7
1/8/2003,,,0,22.8,,,0,,,5,2.9,-4.8,-12.5,1,10.2,B,2003,1,8
1/9/2003,,,0,31.9,,,0,,,5,-6,-13.9,-21.8,1,9.26,B,2003,1,9
1/10/2003,,,0,34.7,,,0,,,5,-7.9,-16.7,-25.4,1,8.5,B,2003,1,10
1/11/2003,,,0,30.1,,,0,,,5,-2.1,-12.1,-22,1,8,B,2003,1,11
1/12/2003,,,0,31.3,,,0,,,6,-11.4,-13.3,-15.1,1,8.5,B,2003,1,12
1/13/2003,,,0,27.7,,,0,,,6,-1.4,-9.7,-17.9,1,9,B,2003,1,13
1/14/2003,,,0,28,,,0,,,6,-1.9,-10,-18.1,1,9.5,B,2003,1,14
1/15/2003,,,0,24.9,,,0,,,7,0,-6.9,-13.7,1,10.2,B,2003,1,15
1/16/2003,,,0,24.9,,,0,,,6,1.3,-6.9,-15,1,9.65,B,2003,1,16
1/17/2003,,,0,26.8,,,0,,,6,-1.6,-8.8,-16,1,9.1,B,2003,1,17
1/18/2003,,,0,17.3,,,0,,,7,4.9,0.7,-3.5,1,9.03,B,2003,1,18
1/19/2003,,,0,21.1,,,0,,,7,0.5,-3.1,-6.6,1,8.7,B,2003,1,19
1/20/2003,,,0,25.9,,,0,,,7,-0.7,-7.9,-15.1,1,8.43,B,2003,1,20
1/21/2003,,,0,40.4,,,0.6,,,7,-15,-22.4,-29.7,1,8,B,2003,1,21
1/22/2003,,,0,44.7,,,1.8,,,8,-19.8,-26.7,-33.5,1,8.2,B,2003,1,22
1/23/2003,,,0,35.2,,,1.6,,,11,-12.2,-17.2,-22.1,1,8.3,B,2003,1,23
1/24/2003,,,0,36.3,,,2.9,,,12,-17.1,-18.3,-19.5,1,8.7,B,2003,1,24
1/25/2003,,,0,34,,,1.3,,,13,-11.1,-16,-20.8,1,9.3,B,2003,1,25
1/26/2003,,,0,19.7,,,5.1,,,13,7.8,-1.7,-11.1,1,10,B,2003,1,26
1/27/2003,,,0,17.2,,,0.7,,,9,5.3,0.8,-3.7,1,9.7,B,2003,1,27
1/28/2003,,,0,24.6,,,0,,,9,-1.3,-6.6,-11.9,1,9.4,B,2003,1,28
1/29/2003,,,0,24.2,,,0,,,9,0.4,-6.2,-12.7,1,9.7,B,2003,1,29
1/30/2003,,,0,17.6,,,0,,,9,4.2,0.4,-3.4,1,10,B,2003,1,30
1/31/2003,,,0,15.8,,,0.7,,,10,7.3,2.2,-2.9,1,10.9,B,2003,1,31
2/1/2003,,,0,19.6,,,0.7,,,9,4,-1.6,-7.2,1,10.7,B,2003,2,1
2/2/2003,,,0,21.7,,,0,,,9,1.3,-3.7,-8.7,1,10.4,B,2003,2,2
2/3/2003,,,0,21.2,,,0,,,9,0.9,-3.2,-7.2,1,10,B,2003,2,3
2/4/2003,,,0,23.4,,,0,,,9,0.1,-5.4,-10.8,1,10.2,B,2003,2,4
2/5/2003,,,0,18.9,,,0,,,9,5.3,-0.9,-7,1,10.3,B,2003,2,5
2/6/2003,,,0,21.9,,,0,,,9,1.9,-3.9,-9.7,1,9.8,B,2003,2,6
2/7/2003,,,0,23.9,,,0,,,9,-1.2,-5.9,-10.5,1,9.6,B,2003,2,7
2/8/2003,,,0,23.9,,,0,,,9,0.2,-5.9,-11.9,1,9.3,B,2003,2,8
2/9/2003,,,0,17.7,,,0,,,9,4.7,0.3,-4.1,1,9.6,B,2003,2,9
2/10/2003,,,0,19.2,,,0.7,,,10,3.3,-1.2,-5.6,1,10,B,2003,2,10
2/11/2003,,,0,19.3,,,0,,,10,3.7,-1.3,-6.3,1,9.8,B,2003,2,11
2/12/2003,,,0,21,,,0,,,9,6.5,-3,-12.4,1,9.6,B,2003,2,12
2/13/2003,,,0,22.8,,,0,,,9,6,-4.8,-15.5,1,9.15,B,2003,2,13
2/14/2003,,,0,22.8,,,0,,,9,1.3,-4.8,-10.9,1,9.32,B,2003,2,14
2/15/2003,,,0,20.2,,,0,,,9,8.1,-2.2,-12.4,1,9.05,B,2003,2,15
2/16/2003,,,0,23.2,,,0,,,9,1.2,-5.2,-11.5,1,9.25,B,2003,2,16
2/17/2003,,,0,23.5,,,0,,,10,3.1,-5.5,-14.1,1,9.26,B,2003,2,17
2/18/2003,,,0,20.2,,,0,,,10,3.8,-2.2,-8.1,1,9.1,B,2003,2,18
2/19/2003,,,0,19.6,,,0,,,10,5.1,-1.6,-8.2,1,9.08,B,2003,2,19
2/20/2003,,,0,30.5,,,2.9,,,11,-8.2,-12.5,-16.7,1,9.3,B,2003,2,20
2/21/2003,,,0,34.5,,,3.7,,,14,-12.8,-16.5,-20.2,1,8.9,B,2003,2,21
2/22/2003,,,0,34.9,,,0.7,,,15,-12.4,-16.9,-21.3,1,8.5,B,2003,2,22
2/23/2003,,,0,38.3,,,0.7,,,17,-6.8,-20.3,-33.7,1,8.6,B,2003,2,23
2/24/2003,,,0,34.3,,,0,,,17,-2.9,-16.3,-29.7,1,8.7,B,2003,2,24
2/25/2003,,,0,23.1,,,0,,,16,3.4,-5.1,-13.6,1,8.8,B,2003,2,25
2/26/2003,,,0,20.9,,,1.5,,,16,0,-2.9,-5.8,1,9,B,2003,2,26
2/27/2003,,,0,21,,,0.8,,,17,2.8,-3,-8.7,1,9.2,B,2003,2,27
2/28/2003,,,0,19.8,,,0,,,17,2.6,-1.8,-6.1,1,9.5,B,2003,2,28
3/1/2003,,,0,23.4,,,0.7,,,17,4,-5.4,-14.7,1,9.42,B,2003,3,1
3/2/2003,,,0,17.7,,,0,,,17,4.4,0.3,-3.8,1,9.16,B,2003,3,2
3/3/2003,,,0,27.8,,,0,,,15,-1.4,-9.8,-18.1,1,9.2,B,2003,3,3
3/4/2003,,,0,24.2,,,0.9,,,16,0.4,-6.2,-12.7,1,8.93,B,2003,3,4
3/5/2003,,,0,27.9,,,1.3,,,17,-2.2,-9.9,-17.5,1,8.7,B,2003,3,5
3/6/2003,,,0,37.3,,,0,,,16,-13.8,-19.3,-24.8,1,8.6,B,2003,3,6
3/7/2003,,,0,42.3,,,0,,,16,-21.5,-24.3,-27.1,1,8.4,B,2003,3,7
3/8/2003,,,0,43.9,,,0,,,16,-19.6,-25.9,-32.1,1,8,B,2003,3,8
3/9/2003,,,0,42,,,0.7,,,16,-13.4,-24,-34.5,1,8.3,B,2003,3,9
3/10/2003,,,0,33.1,,,0.7,,,16,-11.9,-15.1,-18.2,1,8.5,B,2003,3,10
3/11/2003,,,0,33.2,,,1.4,,,17,-12.5,-15.2,-17.9,1,8.7,B,2003,3,11
3/12/2003,,,0,26.4,,,2,,,19,0.8,-8.4,-17.5,1,9,B,2003,3,12
3/13/2003,,,0,19.5,,,3.8,,,20,6.8,-1.5,-9.7,1,9.5,B,2003,3,13
3/14/2003,,,0,14,,,0,,,16,9.3,4,-1.4,1,9.7,B,2003,3,14
3/15/2003,,,0,16.4,,,0,,,12,9.6,1.6,-6.4,1,9.9,B,2003,3,15
3/16/2003,,,0,14,,,0,,,11,9.1,4,-1.1,1,10,B,2003,3,16
3/17/2003,,,0,16.5,,,0,,,10,7.9,1.5,-5,1,10.3,B,2003,3,17
3/18/2003,,,0,18.2,,,0,,,9,7.8,-0.2,-8.2,1,10.5,B,2003,3,18
3/19/2003,,,0,16.4,,,0,,,7,8.7,1.6,-5.5,1,10.8,B,2003,3,19
3/20/2003,,,0,14.6,,,0,,,3,10.9,3.4,-4.2,1,11.2,,2003,3,20
3/21/2003,,,0,15.9,,,0,,,2,7.8,2.1,-3.7,1,11.3,,2003,3,21
3/22/2003,,,0,15,,,1.4,,,1,9.5,3,-3.5,1,11,,2003,3,22
3/23/2003,,,0,17.2,,,1.4,,,1,4.9,0.8,-3.4,1,10.7,,2003,3,23
3/24/2003,,,0,18.7,,,0,,,2,3.2,-0.7,-4.5,1,10.1,,2003,3,24
3/25/2003,,,0,18.4,,,0,,,1,4.7,-0.4,-5.4,1,9.8,,2003,3,25
3/26/2003,,,0,18.1,,,0,,,1,7.6,-0.1,-7.8,1,9.68,,2003,3,26
3/27/2003,,,0,18.9,,,0,,,2,8.7,-0.9,-10.5,1,9.43,,2003,3,27
3/28/2003,,,0,17.7,,,0,,,2,8.6,0.3,-8,1,9.51,,2003,3,28
3/29/2003,,,0,14.3,,,0,,,1,9.7,3.7,-2.4,1,10,,2003,3,29
3/30/2003,,,0,11.9,,,2.4,,,1,8.8,6.1,3.3,1,10.5,,2003,3,30
3/31/2003,,,0,15.3,,,1.2,,,1,8.3,2.7,-2.9,1,11.8,,2003,3,31
4/1/2003,,,0,17.4,,,0,,,1,6.2,0.6,-5.1,1,12.3,,2003,4,1
4/2/2003,,,0,19.9,,,0,,,1,1.6,-1.9,-5.3,1,12.1,,2003,4,2
4/3/2003,,,0,21.9,,,0.7,,,1,0,-3.9,-7.8,1,11,,2003,4,3
4/4/2003,,,0,19.5,,,0,,,2,5.4,-1.5,-8.3,1,10.3,,2003,4,4
4/5/2003,,,0,21,,,0,,,1,3.3,-3,-9.2,1,9.82,,2003,4,5
4/6/2003,,,0,18.5,,,0,,,1,7.8,-0.5,-8.7,1,9.87,,2003,4,6
4/7/2003,,,0,14,,,0,,,1,11.6,4,-3.6,1,10.2,,2003,4,7
4/8/2003,,,0,8.9,,,0,,,1,14.9,9.1,3.2,1,10.8,A,2003,4,8
4/9/2003,,,0,14.3,,,9.2,,,1,8.2,3.7,-0.8,1,14.6,,2003,4,9
4/10/2003,,,0,12.8,,,0,,,1,14.4,5.2,-4.1,1,15.8,,2003,4,10
4/11/2003,,,0,12.3,,,0,,,1,14.4,5.7,-3.1,1,15.7,,2003,4,11
4/12/2003,,,0,13.3,,,0,,,1,15.4,4.7,-6,1,15.6,,2003,4,12
4/13/2003,,,0,16.5,,,0,,,1,1.9,1.5,1,1,16.7,,2003,4,13
4/14/2003,,,0,14.5,,,0,,,1,8.1,3.5,-1.2,1,16.2,,2003,4,14
4/15/2003,,,0,12.7,,,1.8,,,1,10.9,5.3,-0.4,1,15.7,,2003,4,15
4/16/2003,,,0,13.2,,,0,,,1,10.6,4.8,-1,1,16,,2003,4,16
4/17/2003,,,0,14.3,,,0,,,1,11.1,3.7,-3.7,1,14.9,,2003,4,17
4/18/2003,,,0,13.9,,,0,,,1,11.3,4.1,-3.1,1,14.2,,2003,4,18
4/19/2003,,,0,13.1,,,0,,,1,13.1,4.9,-3.3,1,13.6,,2003,4,19
4/20/2003,,,0,10.5,,,0,,,1,17.9,7.5,-3,1,13.8,,2003,4,20
4/21/2003,,,0,10.4,,,0,,,1,18.8,7.6,-3.7,1,15.2,,2003,4,21
4/22/2003,,,0,9.6,,,0,,,1,19.7,8.4,-2.9,1,16.7,,2003,4,22
4/23/2003,,,0,10,,,0,,,1,19.3,8,-3.3,1,19.2,,2003,4,23
4/24/2003,,,0,10.7,,,0,,,1,14.4,7.3,0.2,1,22.5,,2003,4,24
4/25/2003,,,0,10.6,,,1.8,,,1,10.4,7.4,4.3,1,29,,2003,4,25
4/26/2003,,,0,14.1,,,0,,,1,6.1,3.9,1.6,1,39.6,A,2003,4,26
4/27/2003,,,0,16.1,,,0,,,1,4.3,1.9,-0.6,1,33.9,,2003,4,27
4/28/2003,,,0,15.4,,,0,,,2,7.6,2.6,-2.4,1,27.3,,2003,4,28
4/29/2003,,,0,13.5,,,0,,,1,13.5,4.5,-4.6,1,25.4,,2003,4,29
4/30/2003,,,0,11.8,,,0,,,1,18.3,6.2,-6,1,25.3,,2003,4,30
5/1/2003,,,0,10.4,,,0,,,1,19.7,7.6,-4.6,1,26.1,,2003,5,1
5/2/2003,,,0,15.3,,,3,,,2,6.6,2.7,-1.3,1,29.3,,2003,5,2
5/3/2003,,,0,18.4,,,0,,,2,2.3,-0.4,-3,1,29,,2003,5,3
5/4/2003,,,0,15.9,,,0,,,1,6.1,2.1,-2,1,26.5,,2003,5,4
5/5/2003,,,0,14.9,,,0,,,1,6.5,3.1,-0.3,1,24.5,,2003,5,5
5/6/2003,,,0,15.8,,,0,,,1,5.4,2.2,-1.1,1,23.2,,2003,5,6
5/7/2003,,,0,15.7,,,0,,,1,5.7,2.3,-1.1,1,21.4,,2003,5,7
5/8/2003,,,0,12.9,,,0,,,2,9.5,5.1,0.7,1,20.2,A,2003,5,8
5/9/2003,,,0,13.2,,,0,,,1,11.1,4.8,-1.5,1,19.5,,2003,5,9
5/10/2003,,,0,10.6,,,0,,,1,17.1,7.4,-2.3,1,19.5,,2003,5,10
5/11/2003,,,0,11.3,,,0,,,2,17.9,6.7,-4.5,1,20.5,,2003,5,11
5/12/2003,,,0,11.1,,,0,,,3,16.7,6.9,-3,1,23.2,A,2003,5,12
5/13/2003,,,0,9.6,,,0,,,2,16.4,8.4,0.3,1,27.7,,2003,5,13
5/14/2003,,,0,8.7,,,1.8,,,0,16.7,9.3,1.9,1,30.5,,2003,5,14
5/15/2003,,,0,13.2,,,0,,,0,10.2,4.8,-0.7,1,32,,2003,5,15
5/16/2003,,,0,14.5,,,0,,,0,10,3.5,-3,1,29.7,,2003,5,16
5/17/2003,,,0,15.2,,,0,,,0,7.3,2.8,-1.8,1,26.9,,2003,5,17
5/18/2003,,,0,13.2,,,0.2,,,0,12.6,4.8,-3,1,25.1,,2003,5,18
5/19/2003,,,0,13.9,,,0,,,0,13.6,4.1,-5.4,1,23.2,,2003,5,19
5/20/2003,,,0,10.8,,,0,,,0,14,7.2,0.4,1,22.4,,2003,5,20
5/21/2003,,,0,10,,,0,,,0,14.7,8,1.2,1,22.1,,2003,5,21
5/22/2003,,,0,6.8,,,0,,,0,18.8,11.2,3.6,1,22.8,,2003,5,22
5/23/2003,,,0,4.1,,,0,,,0,20.7,13.9,7.1,1,30.9,,2003,5,23
5/24/2003,,,0,0.2,,,0.4,,,0,26.2,17.8,9.4,1,61.8,,2003,5,24
5/25/2003,,,0,3.9,,,2,,,0,18.3,14.1,9.9,1,227,,2003,5,25
5/26/2003,,,0,4.2,,,0,,,0,19.6,13.8,7.9,1,315,,2003,5,26
5/27/2003,,,0,6.9,,,0,,,0,18.4,11.1,3.8,1,264,,2003,5,27
5/28/2003,,,0,5.2,,,2.6,,,0,21.2,12.8,4.3,1,230,,2003,5,28
5/29/2003,,,0,6.7,,,0.2,,,0,19.1,11.3,3.4,1,280,,2003,5,29
5/30/2003,,,0,6.5,,,0,,,0,26.2,11.5,-3.2,1,271,,2003,5,30
5/31/2003,,,0,4.7,,,1,,,0,22,13.3,4.5,1,266,,2003,5,31
6/1/2003,,,0,3.3,,,0.8,,,,21.4,14.7,8,1,273,,2003,6,1
6/2/2003,,,0,8.1,,,5.6,,,,14.6,9.9,5.1,1,312,,2003,6,2
6/3/2003,,,0,7.9,,,0,,,,18.1,10.1,2.1,1,257,,2003,6,3
6/4/2003,,,0,7.6,,,0,,,,23.5,10.4,-2.8,1,213,,2003,6,4
6/5/2003,,,0,3.1,,,0,,,,21.9,14.9,7.8,1,221,,2003,6,5
6/6/2003,,,0,6.3,,,0,,,,22.9,11.7,0.4,1,255,,2003,6,6
6/7/2003,,,0,3.8,,,0,,,,27.9,14.2,0.4,1,263,A,2003,6,7
6/8/2003,,,0,2.8,,,3.2,,,,19.6,15.2,10.7,1,320,,2003,6,8
6/9/2003,,,0,7.6,,,3.2,,,,17.2,10.4,3.6,1,349,,2003,6,9
6/10/2003,,,0,6,,,2.5,,,,15.3,12,8.7,1,354,,2003,6,10
6/11/2003,,,0,8.1,,,2,,,,16.7,9.9,3,1,359,,2003,6,11
6/12/2003,,,0,5.7,,,0.2,,,,21.3,12.3,3.2,1,321,,2003,6,12
6/13/2003,,,0,2.9,,,0.4,,,,21.5,15.1,8.6,1,315,,2003,6,13
6/14/2003,,,0,7.6,,,0,,,,16.7,10.4,4,1,357,,2003,6,14
6/15/2003,,,0,5.9,,,0,,,,18.8,12.1,5.3,1,293,,2003,6,15
6/16/2003,,,0,5.5,,,0,,,,23.4,12.5,1.6,1,243,,2003,6,16
6/17/2003,,,0,2.9,,,0,,,,29.3,15.1,0.9,1,246,A,2003,6,17
6/18/2003,,,0,1.7,,,0,,,,27.7,16.3,4.9,1,293,,2003,6,18
6/19/2003,,,0,3.4,,,1.5,,,,22.2,14.6,6.9,1,370,,2003,6,19
6/20/2003,,,0,7.5,,,5,,,,13.5,10.5,7.4,1,364,,2003,6,20
6/21/2003,,,0,9.8,,,2.4,,,,11.6,8.2,4.8,1,337,,2003,6,21
6/22/2003,,,0,9.9,,,2,,,,12.1,8.1,4,1,272,,2003,6,22
6/23/2003,,,0,8.3,,,1,,,,16.5,9.7,2.8,1,224,,2003,6,23
6/24/2003,,,0,8,,,1,,,,20.7,10,-0.7,1,192,,2003,6,24
6/25/2003,,,0,4.5,,,0,,,,22.6,13.5,4.3,1,185,,2003,6,25
6/26/2003,,,0,1.7,,,0.6,,,,21.1,16.3,11.4,1,205,,2003,6,26
6/27/2003,,,0,4.7,,,0,,,,21.5,13.3,5.1,1,247,,2003,6,27
6/28/2003,,,0,1.7,,,0,,,,26,16.3,6.6,1,256,,2003,6,28
6/29/2003,,,0,1,,,0,,,,30.4,17,3.5,1,258,,2003,6,29
6/30/2003,,,0,3.5,,,3,,,0,20.7,14.5,8.2,1,314,,2003,6,30
7/1/2003,,,0,5.1,,,0,,,0,19.9,12.9,5.8,1,326,,2003,7,1
7/2/2003,,,0,7.9,,,0,,,0,17.6,10.1,2.6,1,264,,2003,7,2
7/3/2003,,,0,3.5,,,0,,,0,19.5,14.5,9.5,1,215,,2003,7,3
7/4/2003,,,0,2.9,,,1.4,,,0,19,15.1,11.1,1,193,,2003,7,4
7/5/2003,,,0,4.7,,,5.4,,,0,18.3,13.3,8.2,1,210,,2003,7,5
7/6/2003,,,0,3.7,,,4,,,0,20.8,14.3,7.8,1,207,,2003,7,6
7/7/2003,,,0,3.9,,,0,,,0,25.2,14.1,2.9,1,197,,2003,7,7
7/8/2003,,,0,1.5,,,6,,,0,23.6,16.5,9.3,1,210,,2003,7,8
7/9/2003,,,0,3.6,,,3,,,0,20.1,14.4,8.6,1,238,,2003,7,9
7/10/2003,,,0,2.9,,,0,,,0,28.3,15.1,1.9,1,225,,2003,7,10
7/11/2003,,,1.5,0,,,0,,,0,30.6,19.5,8.3,1,233,,2003,7,11
7/12/2003,,,2.2,0,,,0.6,,,0,29.6,20.2,10.7,1,277,,2003,7,12
7/13/2003,,,0,3.5,,,0.8,,,0,20,14.5,9,1,310,,2003,7,13
7/14/2003,,,0,2.4,,,0.2,,,0,22.9,15.6,8.3,1,300,,2003,7,14
7/15/2003,,,0,1.6,,,0,,,0,25.3,16.4,7.4,1,257,,2003,7,15
7/16/2003,,,0,2.7,,,5,,,0,27.1,15.3,3.4,1,249,,2003,7,16
7/17/2003,,,0,1,,,0,,,0,22.4,17,11.6,1,271,,2003,7,17
7/18/2003,,,0,2.4,,,0,,,0,28.1,15.6,3,1,242,,2003,7,18
7/19/2003,,,0,1.4,,,0,,,0,28.3,16.6,4.8,1,232,,2003,7,19
7/20/2003,,,0.8,0,,,2,,,0,26.3,18.8,11.2,1,232,,2003,7,20
7/21/2003,,,0.8,0,,,0,,,0,31.4,18.8,6.2,1,239,,2003,7,21
7/22/2003,,,0.9,0,,,0,,,0,31.8,18.9,6,1,262,,2003,7,22
